"","TIME","TYPE"
"5232",20.5,"FFME"
"5233",21.7,"FFME"
"5234",20.9,"FFME"
"5235",23.1,"FFME"
"5236",21.5,"FFME"
"5237",24,"FFME"
"5238",21.9,"FFME"
"5239",23.7,"FFME"
"5240",23.8,"FFME"
"5241",12.7,"FFME"
"5242",13.4,"FFME"
"5243",10.1,"FFME"
"5244",7.3,"FFME"
"5245",9.7,"FFME"
"5246",10.1,"FFME"
"5247",13.5,"FFME"
"5248",10.7,"FFME"
"5249",8,"FFME"
"5250",4.8,"FFME"
"5251",7.2,"FFME"
"5252",6.3,"FFME"
"5253",9.2,"FFME"
"5254",12.3,"FFME"
"5255",6.2,"FFME"
"5256",4.4,"FFME"
"5257",7.3,"FFME"
"5258",6.1,"FFME"
"5259",7.5,"FFME"
"5260",7.6,"FFME"
"5261",9.8,"FFME"
"5262",4.8,"FFME"
"5263",6.3,"FFME"
"5264",5.2,"FFME"
"5265",3.2,"FFME"
"5266",4.5,"FFME"
"5267",6.1,"FFME"
"5268",3.8,"FFME"
"5269",5.3,"FFME"
"5270",2.7,"FFME"
"5271",2.2,"FFME"
"5272",7.6,"FFME"
"5273",7.8,"FFME"
"5274",6,"FFME"
"5275",7.3,"FFME"
"5276",12.8,"FFME"
"5277",10.4,"FFME"
"5278",10.3,"FFME"
"5279",8.6,"FFME"
"5280",10.6,"FFME"
"5281",10.2,"FFME"
"5282",9.5,"FFME"
"5283",31.7,"FFME"
"5284",30.6,"FFME"
"5285",32,"FFME"
"5286",33.4,"FFME"
"5287",34.5,"FFME"
"5288",34.6,"FFME"
"5289",34.7,"FFME"
"5290",34.4,"FFME"
"5291",16.7,"FFME"
"5292",19.1,"FFME"
"5293",20.7,"FFME"
"5294",20.5,"FFME"
"5295",27.9,"FFME"
"5296",22.7,"FFME"
"5297",24.6,"FFME"
"5298",24.6,"FFME"
"5299",26,"FFME"
"5300",26.6,"FFME"
"5301",27.2,"FFME"
"5302",26.4,"FFME"
"5303",24.3,"FFME"
"5304",25.3,"FFME"
"5305",24,"FFME"
"5306",25.7,"FFME"
"5307",24.8,"FFME"
"5308",20.9,"FFME"
"5309",21,"FFME"
"5310",23.6,"FFME"
"5311",23.7,"FFME"
"5312",21.7,"FFME"
"5313",20.3,"FFME"
"5314",22.5,"FFME"
"5315",18.9,"FFME"
"5316",21.2,"FFME"
"5317",16.1,"FFME"
"5318",18.3,"FFME"
"5319",18.1,"FFME"
"5320",19.2,"FFME"
"5321",20.3,"FFME"
"5322",18,"FFME"
"5323",20.5,"FFME"
"5324",19.6,"FFME"
"5325",21.2,"FFME"
"5326",20.1,"FFME"
"5327",22.4,"FFME"
"5328",22.7,"FFME"
"5329",23.7,"FFME"
"5330",23.3,"FFME"
"5331",14,"FFME"
"5332",14.6,"FFME"
"5333",10.6,"FFME"
"5334",9.9,"FFME"
"5335",7,"FFME"
"5336",9.6,"FFME"
"5337",7.4,"FFME"
"5338",7.6,"FFME"
"5339",8.3,"FFME"
"5340",5.5,"FFME"
"5341",5.7,"FFME"
"5342",4.1,"FFME"
"5343",5,"FFME"
"5344",8.7,"FFME"
"5345",7.8,"FFME"
"5346",7.6,"FFME"
"5347",11.5,"FFME"
"5348",7.8,"FFME"
"5349",6.7,"FFME"
"5350",10.8,"FFME"
"5351",7.3,"FFME"
"5352",4.6,"FFME"
"5353",5.3,"FFME"
"5354",5.9,"FFME"
"5355",4.3,"FFME"
"5356",2.7,"FFME"
"5357",3.9,"FFME"
"5358",4.2,"FFME"
"5359",2.9,"FFME"
"5360",6.1,"FFME"
"5361",5.4,"FFME"
"5362",27.9,"FFME"
"5363",25.3,"FFME"
"5364",26.1,"FFME"
"5365",24.3,"FFME"
"5366",26.4,"FFME"
"5367",26.5,"FFME"
"5368",26.4,"FFME"
"5369",24.9,"FFME"
"5370",26.6,"FFME"
"5371",29,"FFME"
"5372",30.4,"FFME"
"5373",29.6,"FFME"
"5374",27.1,"FFME"
"5375",25.6,"FFME"
"5376",24.6,"FFME"
"5377",27.1,"FFME"
"5378",29.8,"FFME"
"5379",30.8,"FFME"
"5380",31.4,"FFME"
"5381",35.6,"FFME"
"5382",32.3,"FFME"
"5383",31.5,"FFME"
"5384",31.3,"FFME"
"5385",29,"FFME"
"5386",37.6,"FFME"
"5387",34.8,"FFME"
"5388",33.8,"FFME"
"5389",31.9,"FFME"
"5390",30.5,"FFME"
"5391",31.6,"FFME"
"5392",34.6,"FFME"
"5393",37.5,"FFME"
"5394",35.3,"FFME"
"5395",29.2,"FFME"
"5396",27.6,"FFME"
"5397",25.6,"FFME"
"5398",22.6,"FFME"
"5399",20,"FFME"
"5400",19.9,"FFME"
"5401",21.4,"FFME"
"5402",19,"FFME"
"5403",19.3,"FFME"
"5404",18.3,"FFME"
"5405",18,"FFME"
"5406",15.8,"FFME"
"5407",31.5,"FFME"
"5408",30.7,"FFME"
"5409",32.9,"FFME"
"5410",35.9,"FFME"
"5411",34.2,"FFME"
"5412",29.7,"FFME"
"5413",29.5,"FFME"
"5414",29,"FFME"
"5415",25.1,"FFME"
"5416",28.2,"FFME"
"5417",25.5,"FFME"
"5418",27.6,"FFME"
"5419",27.5,"FFME"
"5420",23.7,"FFME"
"5421",28.4,"FFME"
"5422",25.8,"FFME"
"5423",24.9,"FFME"
"5424",23.9,"FFME"
"5425",26.3,"FFME"
"5426",28.4,"FFME"
"5427",27.6,"FFME"
"5428",26.6,"FFME"
"5429",24.4,"FFME"
"5430",24.1,"FFME"
"5431",23.7,"FFME"
"5432",20,"FFME"
"5433",22.4,"FFME"
"5434",20.4,"FFME"
"5435",19.8,"FFME"
"5436",23.5,"FFME"
"5437",29.2,"FFME"
"5438",28.8,"FFME"
"5439",28.5,"FFME"
"5440",29.7,"FFME"
"5441",29.3,"FFME"
"5442",25.5,"FFME"
"5443",26.7,"FFME"
"5444",32.5,"FFME"
"5445",34.4,"FFME"
"5446",34.6,"FFME"
"5447",30.3,"FFME"
"5448",27.4,"FFME"
"5449",28.5,"FFME"
"5450",25.9,"FFME"
"5451",29.1,"FFME"
"5452",31,"FFME"
"5453",28.9,"FFME"
"5454",27.7,"FFME"
"5455",26.2,"FFME"
"5456",25.6,"FFME"
"5457",25.6,"FFME"
"5458",24.3,"FFME"
"5459",24.7,"FFME"
"5460",21.3,"FFME"
"5461",20.6,"FFME"
"5462",25.5,"FFME"
"5463",21.7,"FFME"
"5464",17.7,"FFME"
"5465",16.2,"FFME"
"5466",18.9,"FFME"
"5467",14.8,"FFME"
"5468",12.2,"FFME"
"5469",14.6,"FFME"
"5470",29.8,"FFME"
"5471",16,"FFME"
"5472",19.4,"FFME"
"5473",24,"FFME"
"5474",22.8,"FFME"
"5475",16.7,"FFME"
"5476",18.5,"FFME"
"5477",15.8,"FFME"
"5478",16.8,"FFME"
"5479",14.7,"FFME"
"5480",13.8,"FFME"
"5481",13.7,"FFME"
"5482",17.3,"FFME"
"5483",15.8,"FFME"
"5484",19.7,"FFME"
"5485",19,"FFME"
"5486",18.8,"FFME"
"5487",18.6,"FFME"
"5488",10.3,"FFME"
"5489",10.1,"FFME"
"5490",10.2,"FFME"
"5491",10.7,"FFME"
"5492",7.8,"FFME"
"5493",11.9,"FFME"
"5494",10.6,"FFME"
"5495",14.3,"FFME"
"5496",13.5,"FFME"
"5497",12.3,"FFME"
"5498",11.7,"FFME"
"5499",10.7,"FFME"
"5500",9.7,"FFME"
"5501",9.7,"FFME"
"5502",7.5,"FFME"
"5503",10.2,"FFME"
"5504",13.4,"FFME"
"5505",12.7,"FFME"
"5506",12.1,"FFME"
"5507",11.1,"FFME"
"5508",11.1,"FFME"
"5509",8.1,"FFME"
"5510",8.8,"FFME"
"5511",7.9,"FFME"
"5512",7.5,"FFME"
"5513",15.5,"FFME"
"5514",15.3,"FFME"
"5515",13.8,"FFME"
"5516",11.6,"FFME"
"5517",19,"FFME"
"5518",18.7,"FFME"
"5519",20.4,"FFME"
"5520",23.2,"FFME"
"5521",20.6,"FFME"
"5522",22.5,"FFME"
"5523",25.6,"FFME"
"5524",23.2,"FFME"
"5525",28.8,"FFME"
"5526",24,"FFME"
"5527",21,"FFME"
"5528",4.2,"FFME"
"5529",3.8,"FFME"
"5530",2.1,"FFME"
"5531",2.4,"FFME"
"5532",0.6,"FFME"
"5533",2,"FFME"
"5534",8.3,"FFME"
"5535",17.2,"FFME"
"5536",14.5,"FFME"
"5537",11.9,"FFME"
"5538",15.6,"FFME"
"5539",15.5,"FFME"
"5540",16.5,"FFME"
"5541",17.8,"FFME"
"5542",17.1,"FFME"
"5543",12.9,"FFME"
"5544",16.1,"FFME"
"5545",15.8,"FFME"
"5546",16.5,"FFME"
"5547",17.7,"FFME"
"5548",19.7,"FFME"
"5549",20.7,"FFME"
"5550",18.5,"FFME"
"5551",18.6,"FFME"
"5552",17.5,"FFME"
"5553",16.5,"FFME"
"5554",26.6,"FFME"
"5555",19.5,"FFME"
"5556",18,"FFME"
"5557",19.6,"FFME"
"5558",20.2,"FFME"
"5559",21.8,"FFME"
"5560",21.1,"FFME"
"5561",21.8,"FFME"
"5562",23,"FFME"
"5563",25,"FFME"
"5564",39.8,"FFME"
"5565",35.9,"FFME"
"5566",37.6,"FFME"
"5567",39.6,"FFME"
"5568",37.7,"FFME"
"5569",42.6,"FFME"
"5570",42.5,"FFME"
"5571",44,"FFME"
"5572",45.4,"FFME"
"5573",47.2,"FFME"
"5574",46,"FFME"
"5575",43.2,"FFME"
"5576",46.2,"FFME"
"5577",42.4,"FFME"
"5578",42.8,"FFME"
"5579",33.5,"FFME"
"5580",34.1,"FFME"
"5581",36,"FFME"
"5582",36.4,"FFME"
"5583",38.1,"FFME"
"5584",42.2,"FFME"
"5585",39.4,"FFME"
"5586",38.1,"FFME"
"5587",34.2,"FFME"
"5588",42.6,"FFME"
"5589",40.7,"FFME"
"5590",38.9,"FFME"
"5591",40.9,"FFME"
"5592",44.6,"FFME"
"5593",41.8,"FFME"
"5594",40.9,"FFME"
"5595",39,"FFME"
"5596",39.3,"FFME"
"5597",44.5,"FFME"
"5598",47.1,"FFME"
"5599",48.1,"FFME"
"5600",50.4,"FFME"
"5601",49,"FFME"
"5602",23.2,"FFME"
"5603",24.4,"FFME"
"5604",24.7,"FFME"
"5605",23.9,"FFME"
"5606",19.6,"FFME"
"5607",15.6,"FFME"
"5608",13.8,"FFME"
"5609",17.9,"FFME"
"5610",16.6,"FFME"
"5611",19.6,"FFME"
"5612",16.2,"FFME"
"5613",19.5,"FFME"
"5614",18.5,"FFME"
"5615",20.9,"FFME"
"5616",20.4,"FFME"
"5617",19.1,"FFME"
"5618",17.8,"FFME"
"5619",17.1,"FFME"
"5620",19.9,"FFME"
"5621",16.1,"FFME"
"5622",16.5,"FFME"
"5623",19.1,"FFME"
"5624",16.8,"FFME"
"5625",14.2,"FFME"
"5626",15,"FFME"
"5627",13,"FFME"
"5628",11.5,"FFME"
"5629",14,"FFME"
"5630",13,"FFME"
"5631",13.5,"FFME"
"5632",15.2,"FFME"
"5633",17.2,"FFME"
"5634",17.2,"FFME"
"5635",12.8,"FFME"
"5636",16.8,"FFME"
"5637",31.1,"FFME"
"5638",26.6,"FFME"
"5639",28.4,"FFME"
"5640",31.4,"FFME"
"5641",33.2,"FFME"
"5642",32.6,"FFME"
"5643",33.1,"FFME"
"5644",33.4,"FFME"
"5645",32.2,"FFME"
"5646",30.7,"FFME"
"5647",29.4,"FFME"
"5648",29.8,"FFME"
"5649",29.6,"FFME"
"5650",30.7,"FFME"
"5651",27.4,"FFME"
"5652",29.8,"FFME"
"5653",28.4,"FFME"
"5654",29.2,"FFME"
"5655",47.4,"FFME"
"5656",46.6,"FFME"
"5657",45.8,"FFME"
"5658",44.3,"FFME"
"5659",34.1,"FFME"
"5660",32.3,"FFME"
"5661",29.3,"FFME"
"5662",34.9,"FFME"
"5663",30.7,"FFME"
"5664",32.5,"FFME"
"5665",32.9,"FFME"
"5666",36.7,"FFME"
"5667",34.1,"FFME"
"5668",33.4,"FFME"
"5669",31.5,"FFME"
"5670",34.3,"FFME"
"5671",36.4,"FFME"
"5672",38,"FFME"
"5673",39.5,"FFME"
"5674",41.2,"FFME"
"5675",40,"FFME"
"5676",37.4,"FFME"
"5677",41.3,"FFME"
"5678",27.5,"FFME"
"5679",23.1,"FFME"
"5680",21.1,"FFME"
"5681",21,"FFME"
"5682",18.5,"FFME"
"5683",16.8,"FFME"
"5684",23.4,"FFME"
"5685",22.1,"FFME"
"5686",22.2,"FFME"
"5687",22.4,"FFME"
"5688",23.3,"FFME"
"5689",21.4,"FFME"
"5690",23,"FFME"
"5691",22.3,"FFME"
"5692",25.7,"FFME"
"5693",32,"FFME"
"5694",25.5,"FFME"
"5695",26,"FFME"
"5696",28.3,"FFME"
"5697",29.6,"FFME"
"5698",17.4,"FFME"
"5699",17.6,"FFME"
"5700",19.2,"FFME"
"5701",18.4,"FFME"
"5702",10.7,"FFME"
"5703",16.4,"FFME"
"5704",17.3,"FFME"
"5705",19.3,"FFME"
"5706",24.5,"FFME"
"5707",19.3,"FFME"
"5708",27,"FFME"
"5709",28.8,"FFME"
"5710",24.2,"FFME"
"5711",33.1,"FFME"
"5712",28.2,"FFME"
"5713",32.5,"FFME"
"5714",27.6,"FFME"
"5715",28.4,"FFME"
"5716",30.4,"FFME"
"5717",27.9,"FFME"
"5718",29.9,"FFME"
"5719",34.6,"FFME"
"5720",26,"FFME"
"5721",32,"FFME"
"5722",31.2,"FFME"
"5723",20.1,"FFME"
"5724",21.9,"FFME"
"5725",22.5,"FFME"
"5726",19.7,"FFME"
"5727",21.7,"FFME"
"5728",21.6,"FFME"
"5729",20.1,"FFME"
"5730",21.1,"FFME"
"5731",22.6,"FFME"
"5732",20.9,"FFME"
"5733",20.2,"FFME"
"5734",31.2,"FFME"
"5735",26.5,"FFME"
"5736",23.6,"FFME"
"5737",25,"FFME"
"5738",28,"FFME"
"5739",32,"FFME"
"5740",30.7,"FFME"
"5741",30.7,"FFME"
"5742",29.3,"FFME"
"5743",29.3,"FFME"
"5744",24.8,"FFME"
"5745",24.4,"FFME"
"5746",26.7,"FFME"
"5747",30.3,"FFME"
"5748",26.9,"FFME"
"5749",33.6,"FFME"
"5750",36.1,"FFME"
"5751",36,"FFME"
"5752",35.6,"FFME"
"5753",37.2,"FFME"
"5754",34.5,"FFME"
"5755",35.1,"FFME"
"5756",33.6,"FFME"
"5757",32.1,"FFME"
"5758",32.5,"FFME"
"5759",32.7,"FFME"
"5760",30.3,"FFME"
"5761",31,"FFME"
"5762",30.1,"FFME"
"5763",28.9,"FFME"
"5764",28,"FFME"
"5765",29,"FFME"
"5766",29.8,"FFME"
"5767",29.6,"FFME"
"5768",28.8,"FFME"
"5769",28.2,"FFME"
"5770",27.8,"FFME"
"5771",30.1,"FFME"
"5772",27.2,"FFME"
"5773",26.9,"FFME"
"5774",72.2,"FFME"
"5775",70.6,"FFME"
"5776",71.1,"FFME"
"5777",69.5,"FFME"
"5778",68.4,"FFME"
"5779",66.5,"FFME"
"5780",69.7,"FFME"
"5781",70.4,"FFME"
"5782",37.2,"FFME"
"5783",32.5,"FFME"
"5784",33.8,"FFME"
"5785",36.5,"FFME"
"5786",36.3,"FFME"
"5787",35.5,"FFME"
"5788",34.2,"FFME"
"5789",32,"FFME"
"5790",31.1,"FFME"
"5791",33.6,"FFME"
"5792",35.2,"FFME"
"5793",36.6,"FFME"
"5794",37.2,"FFME"
"5795",38.9,"FFME"
"5796",40.2,"FFME"
"5797",55,"FFME"
"5798",57.4,"FFME"
"5799",53.1,"FFME"
"5800",56.6,"FFME"
"5801",57.7,"FFME"
"5802",60.4,"FFME"
"5803",59.1,"FFME"
"5804",60.6,"FFME"
"5805",58.8,"FFME"
"5806",59.4,"FFME"
"5807",63.4,"FFME"
"5808",66.3,"FFME"
"5809",67.2,"FFME"
"5810",63.8,"FFME"
"5811",62.5,"FFME"
"5812",63.3,"FFME"
"5813",65.8,"FFME"
"5814",65.6,"FFME"
"5815",66.6,"FFME"
"5816",45.2,"FFME"
"5817",52,"FFME"
"5818",44.9,"FFME"
"5819",45.2,"FFME"
"5820",55.6,"FFME"
"5821",61.4,"FFME"
"5822",60.7,"FFME"
"5823",61.1,"FFME"
"5824",59.1,"FFME"
"5825",55.2,"FFME"
"5826",55.4,"FFME"
"5827",50.4,"FFME"
"5828",50.7,"FFME"
"5829",49.9,"FFME"
"5830",50,"FFME"
"5831",48.2,"FFME"
"5832",49.5,"FFME"
"5833",48.4,"FFME"
"5834",40.5,"FFME"
"5835",63.1,"FFME"
"5836",65.8,"FFME"
"5837",63.3,"FFME"
"5838",63.5,"FFME"
"5839",66.2,"FFME"
"5840",63.3,"FFME"
"5841",61.4,"FFME"
"5842",57.9,"FFME"
"5843",58.7,"FFME"
"5844",57.9,"FFME"
"5845",57.2,"FFME"
"5846",60.1,"FFME"
"5847",60.3,"FFME"
"5848",61.9,"FFME"
"5849",62.9,"FFME"
"5850",62,"FFME"
"5851",63.5,"FFME"
"5852",49.3,"FFME"
"5853",47.9,"FFME"
"5854",50.7,"FFME"
"5855",51.3,"FFME"
"5856",47.9,"FFME"
"5857",45.6,"FFME"
"5858",35.2,"FFME"
"5859",36.6,"FFME"
"5860",37.5,"FFME"
"5861",30.9,"FFME"
"5862",31.4,"FFME"
"5863",32.6,"FFME"
"5864",35.2,"FFME"
"5865",37.8,"FFME"
"5866",38.5,"FFME"
"5867",40.2,"FFME"
"5868",40.2,"FFME"
"5869",32.7,"FFME"
"5870",56.3,"FFME"
"5871",54.8,"FFME"
"5872",58.8,"FFME"
"5873",56.1,"FFME"
"5874",59.9,"FFME"
"5875",62.6,"FFME"
"5876",57.9,"FFME"
"5877",64.1,"FFME"
"5878",59.1,"FFME"
"5879",60.4,"FFME"
"5880",57,"FFME"
"5881",53.6,"FFME"
"5882",56.5,"FFME"
"5883",54.9,"FFME"
"5884",53.2,"FFME"
"5885",55.6,"FFME"
"5886",51.9,"FFME"
"5887",49,"FFME"
"5888",49.4,"FFME"
"5889",51.1,"FFME"
"5890",49.8,"FFME"
"5891",49.1,"FFME"
"5892",41.4,"FFME"
"5893",42.7,"FFME"
"5894",51.2,"FFME"
"5895",50.4,"FFME"
"5896",50,"FFME"
"5897",51.8,"FFME"
"5898",58.7,"FFME"
"5899",53.7,"FFME"
"5900",50,"FFME"
"5901",33.4,"FFME"
"5902",35.3,"FFME"
"5903",39.2,"FFME"
"5904",27,"FFME"
"5905",21.2,"FFME"
"5906",37.6,"FFME"
"5907",36.4,"FFME"
"5908",36.3,"FFME"
"5909",40.6,"FFME"
"5910",39.7,"FFME"
"5911",37.6,"FFME"
"5912",36.6,"FFME"
"5913",33.8,"FFME"
"5914",35.1,"FFME"
"5915",34,"FFME"
"5916",31.1,"FFME"
"5917",33.3,"FFME"
"5918",33.6,"FFME"
"5919",33.4,"FFME"
"5920",32.3,"FFME"
"5921",37.7,"FFME"
"5922",35.7,"FFME"
"5923",36.3,"FFME"
"5924",34.4,"FFME"
"5925",36.6,"FFME"
"5926",37.2,"FFME"
"5927",40.2,"FFME"
"5928",39.3,"FFME"
"5929",36.5,"FFME"
"5930",38.3,"FFME"
"5931",39.1,"FFME"
"5932",37.8,"FFME"
"5933",40.9,"FFME"
"5934",39.4,"FFME"
"5935",46.4,"FFME"
"5936",40.3,"FFME"
"5937",40.5,"FFME"
"5938",38.9,"FFME"
"5939",44.8,"FFME"
"5940",43.7,"FFME"
"5941",42.2,"FFME"
"5942",46.7,"FFME"
"5943",46.8,"FFME"
"5944",45.5,"FFME"
"5945",44.5,"FFME"
"5946",46.3,"FFME"
"5947",47,"FFME"
"5948",48,"FFME"
"5949",49.5,"FFME"
"5950",48.1,"FFME"
"5951",46.7,"FFME"
"5952",53.1,"FFME"
"5953",51.2,"FFME"
"5954",52.4,"FFME"
"5955",50.4,"FFME"
"5956",47.8,"FFME"
"5957",54.4,"FFME"
"5958",54.2,"FFME"
"5959",54,"FFME"
"5960",53,"FFME"
"5961",50.9,"FFME"
"5962",51,"FFME"
"5963",48.6,"FFME"
"5964",51.8,"FFME"
"5965",48.2,"FFME"
"5966",49.8,"FFME"
"5967",49.9,"FFME"
"5968",45.1,"FFME"
"5969",51.5,"FFME"
"5970",50,"FFME"
"5971",49.7,"FFME"
"5972",54.3,"FFME"
"5973",38.9,"FFME"
"5974",36,"FFME"
"5975",28,"FFME"
"5976",37.1,"FFME"
"5977",34.6,"FFME"
"5978",32.7,"FFME"
"5979",38.2,"FFME"
"5980",39.9,"FFME"
"5981",41.5,"FFME"
"5982",32.7,"FFME"
"5983",30.4,"FFME"
"5984",36.3,"FFME"
"5985",36.4,"FFME"
"5986",38.5,"FFME"
"5987",34.8,"FFME"
"5988",34.8,"FFME"
"5989",34.1,"FFME"
"5990",33.2,"FFME"
"5991",33.4,"FFME"
"5992",35.9,"FFME"
"5993",34.6,"FFME"
"5994",35.1,"FFME"
"5995",37.3,"FFME"
"5996",36.4,"FFME"
"5997",34.4,"FFME"
"5998",46.2,"FFME"
"5999",44.2,"FFME"
"6000",40.3,"FFME"
"6001",40.7,"FFME"
"6002",40.5,"FFME"
"6003",42.2,"FFME"
"6004",41.4,"FFME"
"6005",44.7,"FFME"
"6006",44.2,"FFME"
"6007",41.7,"FFME"
"6008",59.6,"FFME"
"6009",58.3,"FFME"
"6010",52.5,"FFME"
"6011",52.2,"FFME"
"6012",53,"FFME"
"6013",55.8,"FFME"
"6014",54.2,"FFME"
"6015",37.6,"FFME"
"6016",36,"FFME"
"6017",33.8,"FFME"
"6018",34.4,"FFME"
"6019",38.5,"FFME"
"6020",38.2,"FFME"
"6021",38.8,"FFME"
"6022",37.4,"FFME"
"6023",41.8,"FFME"
"6024",35.9,"FFME"
"6025",33.2,"FFME"
"6026",35.5,"FFME"
"6027",36.3,"FFME"
"6028",33.1,"FFME"
"6029",33.7,"FFME"
"6030",30.8,"FFME"
"6031",30.4,"FFME"
"6032",26.9,"FFME"
"6033",29.9,"FFME"
"6034",32.3,"FFME"
"6035",31.9,"FFME"
"6036",33.2,"FFME"
"6037",33.2,"FFME"
"6038",27,"FFME"
"6039",32.3,"FFME"
"6040",28.7,"FFME"
"6041",31.3,"FFME"
"6042",27.9,"FFME"
"6043",25.8,"FFME"
"6044",27,"FFME"
"6045",34.8,"FFME"
"6046",33.5,"FFME"
"6047",33.5,"FFME"
"6048",31.8,"FFME"
"6049",23.6,"FFME"
"6050",23.5,"FFME"
"6051",18.5,"FFME"
"6052",19.3,"FFME"
"6053",18.1,"FFME"
"6054",15,"FFME"
"6055",15,"FFME"
"6056",13.4,"FFME"
"6057",16.3,"FFME"
"6058",13.7,"FFME"
"6059",13.2,"FFME"
"6060",12.7,"FFME"
"6061",11.7,"FFME"
"6062",8.3,"FFME"
"6063",11.7,"FFME"
"6064",8.9,"FFME"
"6065",10.8,"FFME"
"6066",12.3,"FFME"
"6067",11.3,"FFME"
"6068",14,"FFME"
"6069",16.2,"FFME"
"6070",14.4,"FFME"
"6071",40.6,"FFME"
"6072",41.1,"FFME"
"6073",41.2,"FFME"
"6074",42.5,"FFME"
"6075",44.2,"FFME"
"6076",38.3,"FFME"
"6077",33,"FFME"
"6078",33.5,"FFME"
"6079",37.4,"FFME"
"6080",37.7,"FFME"
"6081",36.1,"FFME"
"6082",38,"FFME"
"6083",38.3,"FFME"
"6084",39.4,"FFME"
"6085",39.7,"FFME"
"6086",41.1,"FFME"
"6087",47.3,"FFME"
"6088",55.3,"FFME"
"6089",51.1,"FFME"
"6090",45.7,"FFME"
"6091",47.5,"FFME"
"6092",18.9,"FFME"
"6093",20.3,"FFME"
"6094",23.1,"FFME"
"6095",27.2,"FFME"
"6096",27,"FFME"
"6097",23.7,"FFME"
"6098",23.4,"FFME"
"6099",21.6,"FFME"
"6100",20.7,"FFME"
"6101",61.6,"FFME"
"6102",64.1,"FFME"
"6103",65.4,"FFME"
"6104",29.5,"FFME"
"6105",32.6,"FFME"
"6106",31.5,"FFME"
"6107",31.3,"FFME"
"6108",34,"FFME"
"6109",35.4,"FFME"
"6110",34,"FFME"
"6111",34.5,"FFME"
"6112",30.1,"FFME"
"6113",27.6,"FFME"
"6114",27.4,"FFME"
"6115",59.8,"FFME"
"6116",58.4,"FFME"
"6117",56.5,"FFME"
"6118",56.7,"FFME"
"6119",32.7,"FFME"
"6120",34.9,"FFME"
"6121",33,"FFME"
"6122",29.8,"FFME"
"6123",31.8,"FFME"
"6124",31.9,"FFME"
"6125",28.6,"FFME"
"6126",32.2,"FFME"
"6127",27.3,"FFME"
"6128",28.7,"FFME"
"6129",46.1,"FFME"
"6130",44.8,"FFME"
"6131",44.9,"FFME"
"6132",42.9,"FFME"
"6133",41.8,"FFME"
"6134",41,"FFME"
"6135",41.6,"FFME"
"6136",45.3,"FFME"
"6137",46,"FFME"
"6138",53.3,"FFME"
"6139",58.3,"FFME"
"6140",56.1,"FFME"
"6141",53,"FFME"
"6142",54.6,"FFME"
"6143",53.4,"FFME"
"6144",54.9,"FFME"
"6145",57.5,"FFME"
"6146",58.6,"FFME"
"6147",57.3,"FFME"
"6148",59.7,"FFME"
"6149",61.1,"FFME"
"6150",64.6,"FFME"
"6151",50.7,"FFME"
"6152",51.7,"FFME"
"6153",54.1,"FFME"
"6154",54.3,"FFME"
"6155",54.2,"FFME"
"6156",53.6,"FFME"
"6157",58.3,"FFME"
"6158",50.3,"FFME"
"6159",49.7,"FFME"
"6160",46.9,"FFME"
"6161",48,"FFME"
"6162",50.6,"FFME"
"6163",51.2,"FFME"
"6164",55.4,"FFME"
"6165",57.6,"FFME"
"6166",61,"FFME"
"6167",61.2,"FFME"
"6168",62.9,"FFME"
"6169",66.6,"FFME"
"6170",64.1,"FFME"
"6171",61.5,"FFME"
"6172",59.4,"FFME"
"6173",42.4,"FFME"
"6174",43.5,"FFME"
"6175",46.6,"FFME"
"6176",50.2,"FFME"
"6177",55.3,"FFME"
"6178",51.3,"FFME"
"6179",53,"FFME"
"6180",55.2,"FFME"
"6181",57.7,"FFME"
"6182",58.9,"FFME"
"6183",55.5,"FFME"
"6184",50.4,"FFME"
"6185",50.4,"FFME"
"6186",47.6,"FFME"
"6187",47.8,"FFME"
"6188",49.8,"FFME"
"6189",45.5,"FFME"
"6190",47.1,"FFME"
"6191",46,"FFME"
"6192",43.9,"FFME"
"6193",20.3,"FFME"
"6194",20.2,"FFME"
"6195",18.4,"FFME"
"6196",18.3,"FFME"
"6197",19.7,"FFME"
"6198",18,"FFME"
"6199",24.3,"FFME"
"6200",22,"FFME"
"6201",41.8,"FFME"
"6202",42.3,"FFME"
"6203",39.1,"FFME"
"6204",37.1,"FFME"
"6205",39.9,"FFME"
"6206",41.3,"FFME"
"6207",38.1,"FFME"
"6208",41.7,"FFME"
"6209",41,"FFME"
"6210",40,"FFME"
"6211",40.1,"FFME"
"6212",40.1,"FFME"
"6213",26.6,"FFME"
"6214",28.9,"FFME"
"6215",24.8,"FFME"
"6216",30,"FFME"
"6217",27.8,"FFME"
"6218",26.9,"FFME"
"6219",26.7,"FFME"
"6220",25.2,"FFME"
"6221",28.7,"FFME"
"6222",30.5,"FFME"
"6223",25,"FFME"
"6224",20.4,"FFME"
"6225",21.4,"FFME"
"6226",24.5,"FFME"
"6227",24.4,"FFME"
"6228",25.1,"FFME"
"6229",20.3,"FFME"
"6230",22.5,"FFME"
"6231",23.1,"FFME"
"6232",25.4,"FFME"
"6233",28.9,"FFME"
"6234",31.3,"FFME"
"6235",49.1,"FFME"
"6236",50.6,"FFME"
"6237",51.7,"FFME"
"6238",47.4,"FFME"
"6239",53.7,"FFME"
"6240",52.7,"FFME"
"6241",53.4,"FFME"
"6242",53.3,"FFME"
"6243",21.9,"FFME"
"6244",20.5,"FFME"
