"","TIME","TYPE"
"3277",17.5,"FSGT"
"3278",22.3,"FSGT"
"3279",21,"FSGT"
"3280",19.7,"FSGT"
"3281",18.4,"FSGT"
"3282",19,"FSGT"
"3283",20.5,"FSGT"
"3284",23.5,"FSGT"
"3285",22.3,"FSGT"
"3286",24.6,"FSGT"
"3287",26.5,"FSGT"
"3288",25,"FSGT"
"3289",22.8,"FSGT"
"3290",21.2,"FSGT"
"3291",23.3,"FSGT"
"3292",22.3,"FSGT"
"3293",25.4,"FSGT"
"3294",26.2,"FSGT"
"3295",26.6,"FSGT"
"3296",26.3,"FSGT"
"3297",27.1,"FSGT"
"3298",27.4,"FSGT"
"3299",28.6,"FSGT"
"3300",31.6,"FSGT"
"3301",28.4,"FSGT"
"3302",26.8,"FSGT"
"3303",33.4,"FSGT"
"3304",20.3,"FSGT"
"3305",18.6,"FSGT"
"3306",23,"FSGT"
"3307",25.6,"FSGT"
"3308",23.7,"FSGT"
"3309",27.3,"FSGT"
"3310",22.8,"FSGT"
"3311",20.8,"FSGT"
"3312",22,"FSGT"
"3313",26,"FSGT"
"3314",26.2,"FSGT"
"3315",29.5,"FSGT"
"3316",31.4,"FSGT"
"3317",30.7,"FSGT"
"3318",29.5,"FSGT"
"3319",29.2,"FSGT"
"3320",27.1,"FSGT"
"3321",30.7,"FSGT"
"3322",27,"FSGT"
"3323",24,"FSGT"
"3324",22.3,"FSGT"
"3325",25.2,"FSGT"
"3326",22.2,"FSGT"
"3327",20,"FSGT"
"3328",17.9,"FSGT"
"3329",32,"FSGT"
"3330",20.5,"FSGT"
"3331",24.5,"FSGT"
"3332",24,"FSGT"
"3333",25.2,"FSGT"
"3334",6.9,"FSGT"
"3335",5.7,"FSGT"
"3336",9.4,"FSGT"
"3337",10.5,"FSGT"
"3338",11,"FSGT"
"3339",12.8,"FSGT"
"3340",13.4,"FSGT"
"3341",10.6,"FSGT"
"3342",11.6,"FSGT"
"3343",13.3,"FSGT"
"3344",14.4,"FSGT"
"3345",15.7,"FSGT"
"3346",20.4,"FSGT"
"3347",19.8,"FSGT"
"3348",16.5,"FSGT"
"3349",17.2,"FSGT"
"3350",13.1,"FSGT"
"3351",20.5,"FSGT"
"3352",22,"FSGT"
"3353",20.7,"FSGT"
"3354",23.7,"FSGT"
"3355",22.7,"FSGT"
"3356",22.4,"FSGT"
"3357",21.7,"FSGT"
"3358",20.8,"FSGT"
"3359",19.8,"FSGT"
"3360",19.8,"FSGT"
"3361",17.6,"FSGT"
"3362",20.2,"FSGT"
"3363",22.7,"FSGT"
"3364",20.9,"FSGT"
"3365",21.1,"FSGT"
"3366",20.7,"FSGT"
"3367",21.1,"FSGT"
"3368",17.6,"FSGT"
"3369",18.5,"FSGT"
"3370",17.5,"FSGT"
"3371",17.1,"FSGT"
"3372",25.6,"FSGT"
"3373",25.4,"FSGT"
"3374",23.9,"FSGT"
"3375",21.7,"FSGT"
"3376",9.4,"FSGT"
"3377",8.3,"FSGT"
"3378",8.3,"FSGT"
"3379",11.4,"FSGT"
"3380",7.9,"FSGT"
"3381",9.7,"FSGT"
"3382",10.8,"FSGT"
"3383",8.4,"FSGT"
"3384",14.2,"FSGT"
"3385",12.2,"FSGT"
"3386",12,"FSGT"
"3387",34.6,"FSGT"
"3388",35.8,"FSGT"
"3389",36.4,"FSGT"
"3390",34.9,"FSGT"
"3391",37.5,"FSGT"
"3392",38,"FSGT"
"3393",36.3,"FSGT"
"3394",29.4,"FSGT"
"3395",28.1,"FSGT"
"3396",22,"FSGT"
"3397",24.5,"FSGT"
"3398",25.3,"FSGT"
"3399",23.6,"FSGT"
"3400",19.4,"FSGT"
"3401",21.2,"FSGT"
"3402",25.7,"FSGT"
"3403",23.9,"FSGT"
"3404",26.6,"FSGT"
"3405",28.7,"FSGT"
"3406",11.2,"FSGT"
"3407",13.2,"FSGT"
"3408",11.1,"FSGT"
"3409",12,"FSGT"
"3410",11.5,"FSGT"
"3411",10.9,"FSGT"
"3412",10.1,"FSGT"
"3413",20.2,"FSGT"
"3414",13,"FSGT"
"3415",9.4,"FSGT"
"3416",13.1,"FSGT"
"3417",13.8,"FSGT"
"3418",13.9,"FSGT"
"3419",12.2,"FSGT"
"3420",13.6,"FSGT"
"3421",14.5,"FSGT"
"3422",18.4,"FSGT"
"3423",6.2,"FSGT"
"3424",3.7,"FSGT"
"3425",2.3,"FSGT"
"3426",8.7,"FSGT"
"3427",6.6,"FSGT"
"3428",9.7,"FSGT"
"3429",11.1,"FSGT"
"3430",11.5,"FSGT"
"3431",12.9,"FSGT"
"3432",14.8,"FSGT"
"3433",12.7,"FSGT"
"3434",12.2,"FSGT"
"3435",13,"FSGT"
"3436",12.7,"FSGT"
"3437",9.6,"FSGT"
"3438",9,"FSGT"
"3439",7.6,"FSGT"
"3440",6.9,"FSGT"
"3441",5.6,"FSGT"
"3442",8.4,"FSGT"
"3443",13.3,"FSGT"
"3444",7.6,"FSGT"
"3445",14.7,"FSGT"
"3446",11.6,"FSGT"
"3447",17.7,"FSGT"
"3448",15.8,"FSGT"
"3449",16.3,"FSGT"
"3450",13.5,"FSGT"
"3451",19.7,"FSGT"
"3452",24.3,"FSGT"
"3453",26.9,"FSGT"
"3454",24.1,"FSGT"
"3455",21.3,"FSGT"
"3456",17.8,"FSGT"
"3457",16.8,"FSGT"
"3458",15.3,"FSGT"
"3459",17.8,"FSGT"
"3460",18.5,"FSGT"
"3461",17.7,"FSGT"
"3462",16.2,"FSGT"
"3463",15.8,"FSGT"
"3464",23.3,"FSGT"
"3465",22.7,"FSGT"
"3466",24.1,"FSGT"
"3467",22.7,"FSGT"
"3468",26.8,"FSGT"
"3469",25.5,"FSGT"
"3470",22.8,"FSGT"
"3471",25.1,"FSGT"
"3472",23.5,"FSGT"
"3473",23.9,"FSGT"
"3474",19.8,"FSGT"
"3475",21.4,"FSGT"
"3476",23.5,"FSGT"
"3477",24.6,"FSGT"
"3478",25.1,"FSGT"
"3479",24.4,"FSGT"
"3480",24.1,"FSGT"
"3481",24.5,"FSGT"
"3482",25.6,"FSGT"
"3483",24.9,"FSGT"
"3484",22.3,"FSGT"
"3485",23,"FSGT"
"3486",21,"FSGT"
"3487",33.5,"FSGT"
"3488",33.7,"FSGT"
"3489",32.1,"FSGT"
"3490",33.3,"FSGT"
"3491",33,"FSGT"
"3492",31.6,"FSGT"
"3493",29.7,"FSGT"
"3494",30.1,"FSGT"
"3495",27.3,"FSGT"
"3496",13.4,"FSGT"
"3497",16,"FSGT"
"3498",16.2,"FSGT"
"3499",8.9,"FSGT"
"3500",8.9,"FSGT"
"3501",6.1,"FSGT"
"3502",9.1,"FSGT"
"3503",5.7,"FSGT"
"3504",7.7,"FSGT"
"3505",10,"FSGT"
"3506",10.4,"FSGT"
"3507",10.8,"FSGT"
"3508",15.2,"FSGT"
"3509",11.4,"FSGT"
"3510",13.1,"FSGT"
"3511",11.8,"FSGT"
"3512",14.3,"FSGT"
"3513",13.7,"FSGT"
"3514",15.9,"FSGT"
"3515",18.2,"FSGT"
"3516",15.4,"FSGT"
"3517",13.6,"FSGT"
"3518",19,"FSGT"
"3519",19.1,"FSGT"
"3520",20.8,"FSGT"
"3521",24.2,"FSGT"
"3522",16.2,"FSGT"
"3523",18.5,"FSGT"
"3524",16.4,"FSGT"
"3525",15.1,"FSGT"
"3526",14,"FSGT"
"3527",13.8,"FSGT"
"3528",11.8,"FSGT"
"3529",9.5,"FSGT"
"3530",10.2,"FSGT"
"3531",10.3,"FSGT"
"3532",11.8,"FSGT"
"3533",14.4,"FSGT"
"3534",15.8,"FSGT"
"3535",18.9,"FSGT"
"3536",13.6,"FSGT"
"3537",23.3,"FSGT"
"3538",17.4,"FSGT"
"3539",19.9,"FSGT"
"3540",18.4,"FSGT"
"3541",21.1,"FSGT"
"3542",22.5,"FSGT"
"3543",22.7,"FSGT"
"3544",23.8,"FSGT"
"3545",21.9,"FSGT"
"3546",26.1,"FSGT"
"3547",28.4,"FSGT"
"3548",31.9,"FSGT"
"3549",29.9,"FSGT"
"3550",31.5,"FSGT"
"3551",31.5,"FSGT"
"3552",36.6,"FSGT"
"3553",27.4,"FSGT"
"3554",29.4,"FSGT"
"3555",27.7,"FSGT"
"3556",29.1,"FSGT"
"3557",36.8,"FSGT"
"3558",32.8,"FSGT"
"3559",33.5,"FSGT"
"3560",33.4,"FSGT"
"3561",28.8,"FSGT"
"3562",34.1,"FSGT"
"3563",34.4,"FSGT"
"3564",36.5,"FSGT"
"3565",40.1,"FSGT"
"3566",36.5,"FSGT"
"3567",11.5,"FSGT"
"3568",9.7,"FSGT"
"3569",15.5,"FSGT"
"3570",9,"FSGT"
"3571",16.8,"FSGT"
"3572",3.8,"FSGT"
"3573",10.2,"FSGT"
"3574",15.3,"FSGT"
"3575",16.3,"FSGT"
"3576",13.1,"FSGT"
"3577",12.3,"FSGT"
"3578",3.4,"FSGT"
"3579",13.7,"FSGT"
"3580",7.6,"FSGT"
"3581",10.2,"FSGT"
"3582",10.1,"FSGT"
"3583",8.8,"FSGT"
"3584",8.1,"FSGT"
"3585",6.4,"FSGT"
"3586",7.9,"FSGT"
"3587",6.1,"FSGT"
"3588",2.6,"FSGT"
"3589",5.8,"FSGT"
"3590",5,"FSGT"
"3591",3.9,"FSGT"
"3592",5.6,"FSGT"
"3593",42.5,"FSGT"
"3594",39.8,"FSGT"
"3595",37.2,"FSGT"
"3596",37.4,"FSGT"
"3597",38.1,"FSGT"
"3598",26.9,"FSGT"
"3599",23.6,"FSGT"
"3600",23.6,"FSGT"
"3601",22.2,"FSGT"
"3602",22.2,"FSGT"
"3603",17.7,"FSGT"
"3604",17.3,"FSGT"
"3605",19.6,"FSGT"
"3606",22.9,"FSGT"
"3607",19.8,"FSGT"
"3608",6.2,"FSGT"
"3609",7.2,"FSGT"
"3610",9,"FSGT"
"3611",12.3,"FSGT"
"3612",11.3,"FSGT"
"3613",9,"FSGT"
"3614",10.9,"FSGT"
"3615",9.6,"FSGT"
"3616",9.6,"FSGT"
"3617",10.2,"FSGT"
"3618",12.4,"FSGT"
"3619",12.3,"FSGT"
"3620",12,"FSGT"
"3621",14.2,"FSGT"
"3622",13.6,"FSGT"
"3623",14.5,"FSGT"
"3624",14.5,"FSGT"
"3625",15.6,"FSGT"
"3626",8,"FSGT"
"3627",8.6,"FSGT"
"3628",9.4,"FSGT"
"3629",11.7,"FSGT"
"3630",8.2,"FSGT"
"3631",11.3,"FSGT"
"3632",10.8,"FSGT"
"3633",30.5,"FSGT"
"3634",28,"FSGT"
"3635",27.4,"FSGT"
"3636",26.7,"FSGT"
"3637",25.2,"FSGT"
"3638",23.9,"FSGT"
"3639",27.1,"FSGT"
"3640",27.8,"FSGT"
"3641",6.3,"FSGT"
"3642",0.1,"FSGT"
"3643",3.2,"FSGT"
"3644",5.7,"FSGT"
"3645",5.8,"FSGT"
"3646",4.5,"FSGT"
"3647",2.8,"FSGT"
"3648",3.2,"FSGT"
"3649",3.2,"FSGT"
"3650",2.1,"FSGT"
"3651",5.4,"FSGT"
"3652",6.7,"FSGT"
"3653",7.4,"FSGT"
"3654",8,"FSGT"
"3655",9.3,"FSGT"
"3656",18.1,"FSGT"
"3657",20.4,"FSGT"
"3658",16.1,"FSGT"
"3659",19.6,"FSGT"
"3660",20.7,"FSGT"
"3661",23.4,"FSGT"
"3662",22.1,"FSGT"
"3663",23,"FSGT"
"3664",20.8,"FSGT"
"3665",17.5,"FSGT"
"3666",21.5,"FSGT"
"3667",24.9,"FSGT"
"3668",24.6,"FSGT"
"3669",21.2,"FSGT"
"3670",18.2,"FSGT"
"3671",19,"FSGT"
"3672",22.2,"FSGT"
"3673",21.9,"FSGT"
"3674",23.1,"FSGT"
"3675",5.2,"FSGT"
"3676",7.7,"FSGT"
"3677",8.8,"FSGT"
"3678",9.2,"FSGT"
"3679",11.2,"FSGT"
"3680",18.4,"FSGT"
"3681",18.8,"FSGT"
"3682",16.9,"FSGT"
"3683",15.1,"FSGT"
"3684",10.9,"FSGT"
"3685",11.8,"FSGT"
"3686",6,"FSGT"
"3687",6.3,"FSGT"
"3688",4.5,"FSGT"
"3689",5.6,"FSGT"
"3690",3.8,"FSGT"
"3691",5.4,"FSGT"
"3692",7.9,"FSGT"
"3693",7.9,"FSGT"
"3694",20.5,"FSGT"
"3695",24.1,"FSGT"
"3696",21.4,"FSGT"
"3697",21.9,"FSGT"
"3698",24.8,"FSGT"
"3699",21.7,"FSGT"
"3700",19.4,"FSGT"
"3701",18.8,"FSGT"
"3702",19.1,"FSGT"
"3703",22,"FSGT"
"3704",22.9,"FSGT"
"3705",24.7,"FSGT"
"3706",24.7,"FSGT"
"3707",25.3,"FSGT"
"3708",23.3,"FSGT"
"3709",21.9,"FSGT"
"3710",23.9,"FSGT"
"3711",13.7,"FSGT"
"3712",12.4,"FSGT"
"3713",13.7,"FSGT"
"3714",14.3,"FSGT"
"3715",9.2,"FSGT"
"3716",12.4,"FSGT"
"3717",3.2,"FSGT"
"3718",3.6,"FSGT"
"3719",6.3,"FSGT"
"3720",5.4,"FSGT"
"3721",6.1,"FSGT"
"3722",5.1,"FSGT"
"3723",4,"FSGT"
"3724",4.2,"FSGT"
"3725",5.5,"FSGT"
"3726",5.9,"FSGT"
"3727",5,"FSGT"
"3728",3.5,"FSGT"
"3729",15.3,"FSGT"
"3730",16,"FSGT"
"3731",15.1,"FSGT"
"3732",12.4,"FSGT"
"3733",16.3,"FSGT"
"3734",18.3,"FSGT"
"3735",13.6,"FSGT"
"3736",19.7,"FSGT"
"3737",14.8,"FSGT"
"3738",16.1,"FSGT"
"3739",12.6,"FSGT"
"3740",9.3,"FSGT"
"3741",12.1,"FSGT"
"3742",11.2,"FSGT"
"3743",9.3,"FSGT"
"3744",11.5,"FSGT"
"3745",8.3,"FSGT"
"3746",4.7,"FSGT"
"3747",7,"FSGT"
"3748",7.4,"FSGT"
"3749",7.6,"FSGT"
"3750",9.5,"FSGT"
"3751",3.8,"FSGT"
"3752",2.7,"FSGT"
"3753",6.6,"FSGT"
"3754",5.8,"FSGT"
"3755",5.5,"FSGT"
"3756",8.2,"FSGT"
"3757",24.8,"FSGT"
"3758",20.7,"FSGT"
"3759",16.9,"FSGT"
"3760",17.2,"FSGT"
"3761",16.3,"FSGT"
"3762",32.9,"FSGT"
"3763",19.9,"FSGT"
"3764",14.1,"FSGT"
"3765",6.4,"FSGT"
"3766",5.5,"FSGT"
"3767",5.3,"FSGT"
"3768",9.5,"FSGT"
"3769",8,"FSGT"
"3770",5.9,"FSGT"
"3771",4.9,"FSGT"
"3772",2.2,"FSGT"
"3773",3.4,"FSGT"
"3774",2.4,"FSGT"
"3775",6,"FSGT"
"3776",4.1,"FSGT"
"3777",4.8,"FSGT"
"3778",6,"FSGT"
"3779",3.3,"FSGT"
"3780",5.2,"FSGT"
"3781",5.6,"FSGT"
"3782",4.3,"FSGT"
"3783",2.8,"FSGT"
"3784",4.1,"FSGT"
"3785",4.7,"FSGT"
"3786",7.6,"FSGT"
"3787",6.8,"FSGT"
"3788",2.5,"FSGT"
"3789",6.4,"FSGT"
"3790",9,"FSGT"
"3791",6.6,"FSGT"
"3792",10,"FSGT"
"3793",8.7,"FSGT"
"3794",12.9,"FSGT"
"3795",7.7,"FSGT"
"3796",7.8,"FSGT"
"3797",6.4,"FSGT"
"3798",12.2,"FSGT"
"3799",11.2,"FSGT"
"3800",9.6,"FSGT"
"3801",11.7,"FSGT"
"3802",7.9,"FSGT"
"3803",9.2,"FSGT"
"3804",11.4,"FSGT"
"3805",14,"FSGT"
"3806",15.8,"FSGT"
"3807",15.4,"FSGT"
"3808",16.3,"FSGT"
"3809",14.1,"FSGT"
"3810",13.9,"FSGT"
"3811",6.5,"FSGT"
"3812",5.5,"FSGT"
"3813",11.7,"FSGT"
"3814",5.7,"FSGT"
"3815",8.3,"FSGT"
"3816",16.5,"FSGT"
"3817",19.9,"FSGT"
"3818",20.4,"FSGT"
"3819",18.7,"FSGT"
"3820",17.5,"FSGT"
"3821",15.3,"FSGT"
"3822",16.4,"FSGT"
"3823",20.1,"FSGT"
"3824",14.1,"FSGT"
"3825",16.9,"FSGT"
"3826",16.7,"FSGT"
"3827",13.4,"FSGT"
"3828",18.5,"FSGT"
"3829",18.3,"FSGT"
"3830",13.5,"FSGT"
"3831",21.4,"FSGT"
"3832",8.7,"FSGT"
"3833",11.7,"FSGT"
"3834",12.2,"FSGT"
"3835",12.3,"FSGT"
"3836",7.6,"FSGT"
"3837",4.3,"FSGT"
"3838",10,"FSGT"
"3839",11.5,"FSGT"
"3840",11.5,"FSGT"
"3841",13.5,"FSGT"
"3842",13.2,"FSGT"
"3843",7.9,"FSGT"
"3844",8.2,"FSGT"
"3845",8.5,"FSGT"
"3846",7.4,"FSGT"
"3847",6.4,"FSGT"
"3848",5.9,"FSGT"
"3849",5,"FSGT"
"3850",5.2,"FSGT"
"3851",7.6,"FSGT"
"3852",6.9,"FSGT"
"3853",4.4,"FSGT"
"3854",6.7,"FSGT"
"3855",6.2,"FSGT"
"3856",7,"FSGT"
"3857",14.9,"FSGT"
"3858",12.9,"FSGT"
"3859",9.1,"FSGT"
"3860",9.5,"FSGT"
"3861",9.5,"FSGT"
"3862",10.4,"FSGT"
"3863",10.3,"FSGT"
"3864",13,"FSGT"
"3865",13.3,"FSGT"
"3866",10.8,"FSGT"
"3867",17.8,"FSGT"
"3868",15.3,"FSGT"
"3869",14.8,"FSGT"
"3870",15.5,"FSGT"
"3871",15,"FSGT"
"3872",12.8,"FSGT"
"3873",8.2,"FSGT"
"3874",8.3,"FSGT"
"3875",7.8,"FSGT"
"3876",10,"FSGT"
"3877",11.3,"FSGT"
"3878",7,"FSGT"
"3879",7.9,"FSGT"
"3880",10.7,"FSGT"
"3881",8.2,"FSGT"
"3882",12,"FSGT"
"3883",8.7,"FSGT"
"3884",11.5,"FSGT"
"3885",8.9,"FSGT"
"3886",8,"FSGT"
"3887",11.2,"FSGT"
"3888",9.5,"FSGT"
"3889",10.6,"FSGT"
"3890",8.5,"FSGT"
"3891",11.4,"FSGT"
"3892",9.4,"FSGT"
"3893",10,"FSGT"
"3894",13.6,"FSGT"
"3895",15.5,"FSGT"
"3896",12.2,"FSGT"
"3897",17.4,"FSGT"
"3898",12.9,"FSGT"
"3899",16.6,"FSGT"
"3900",17.3,"FSGT"
"3901",17.2,"FSGT"
"3902",15.9,"FSGT"
"3903",13.3,"FSGT"
"3904",10.4,"FSGT"
"3905",12.1,"FSGT"
"3906",12.3,"FSGT"
"3907",15.5,"FSGT"
"3908",14.4,"FSGT"
"3909",14.4,"FSGT"
"3910",11.6,"FSGT"
"3911",11.9,"FSGT"
"3912",10.8,"FSGT"
"3913",8.1,"FSGT"
"3914",7.6,"FSGT"
"3915",5.5,"FSGT"
"3916",5,"FSGT"
"3917",2.3,"FSGT"
"3918",3.3,"FSGT"
"3919",4,"FSGT"
"3920",8.1,"FSGT"
"3921",9.3,"FSGT"
"3922",5.5,"FSGT"
"3923",6.4,"FSGT"
"3924",4.1,"FSGT"
"3925",5.1,"FSGT"
"3926",3,"FSGT"
"3927",4.4,"FSGT"
"3928",5.2,"FSGT"
"3929",3.1,"FSGT"
"3930",5.1,"FSGT"
"3931",10.3,"FSGT"
"3932",10.5,"FSGT"
"3933",11.9,"FSGT"
"3934",12.4,"FSGT"
"3935",12.1,"FSGT"
"3936",6,"FSGT"
"3937",7,"FSGT"
"3938",10.9,"FSGT"
"3939",11.1,"FSGT"
"3940",9.1,"FSGT"
"3941",10.1,"FSGT"
"3942",11.6,"FSGT"
"3943",8.4,"FSGT"
"3944",8.7,"FSGT"
"3945",7.9,"FSGT"
"3946",13.7,"FSGT"
"3947",21.6,"FSGT"
"3948",17,"FSGT"
"3949",11.7,"FSGT"
"3950",13.6,"FSGT"
"3951",10.3,"FSGT"
"3952",11.7,"FSGT"
"3953",13.6,"FSGT"
"3954",18.2,"FSGT"
"3955",18,"FSGT"
"3956",15.1,"FSGT"
"3957",14.8,"FSGT"
"3958",13,"FSGT"
"3959",12.1,"FSGT"
"3960",33,"FSGT"
"3961",35.4,"FSGT"
"3962",36.5,"FSGT"
"3963",20.8,"FSGT"
"3964",23.9,"FSGT"
"3965",22.4,"FSGT"
"3966",22.7,"FSGT"
"3967",25.2,"FSGT"
"3968",26.8,"FSGT"
"3969",25.4,"FSGT"
"3970",25.8,"FSGT"
"3971",21.5,"FSGT"
"3972",19,"FSGT"
"3973",18.8,"FSGT"
"3974",20.5,"FSGT"
"3975",18.2,"FSGT"
"3976",18.9,"FSGT"
"3977",19.1,"FSGT"
"3978",10.6,"FSGT"
"3979",13,"FSGT"
"3980",12.9,"FSGT"
"3981",10.1,"FSGT"
"3982",9.7,"FSGT"
"3983",9.8,"FSGT"
"3984",6.5,"FSGT"
"3985",10,"FSGT"
"3986",8.2,"FSGT"
"3987",11,"FSGT"
"3988",34.4,"FSGT"
"3989",31.2,"FSGT"
"3990",26.1,"FSGT"
"3991",26.4,"FSGT"
"3992",24.6,"FSGT"
"3993",23.6,"FSGT"
"3994",23.4,"FSGT"
"3995",16.8,"FSGT"
"3996",18.7,"FSGT"
"3997",19.3,"FSGT"
"3998",24.3,"FSGT"
"3999",22.8,"FSGT"
"4000",21.6,"FSGT"
"4001",25.9,"FSGT"
"4002",24.7,"FSGT"
"4003",26.2,"FSGT"
"4004",28.8,"FSGT"
"4005",26.1,"FSGT"
"4006",26.2,"FSGT"
"4007",27.2,"FSGT"
"4008",28.6,"FSGT"
"4009",31.8,"FSGT"
"4010",20,"FSGT"
"4011",18.8,"FSGT"
"4012",21.2,"FSGT"
"4013",21.4,"FSGT"
"4014",21.3,"FSGT"
"4015",20.4,"FSGT"
"4016",25.5,"FSGT"
"4017",21.6,"FSGT"
"4018",21,"FSGT"
"4019",18.2,"FSGT"
"4020",19.4,"FSGT"
"4021",22,"FSGT"
"4022",22.5,"FSGT"
"4023",26.7,"FSGT"
"4024",28.9,"FSGT"
"4025",31.9,"FSGT"
"4026",32.6,"FSGT"
"4027",33.6,"FSGT"
"4028",35.3,"FSGT"
"4029",34.2,"FSGT"
"4030",31,"FSGT"
"4031",29,"FSGT"
"4032",9.8,"FSGT"
"4033",10.9,"FSGT"
"4034",8.5,"FSGT"
"4035",4.2,"FSGT"
"4036",2.5,"FSGT"
"4037",4.6,"FSGT"
"4038",2.3,"FSGT"
"4039",3.7,"FSGT"
"4040",7.3,"FSGT"
"4041",13.5,"FSGT"
"4042",7.1,"FSGT"
"4043",5.9,"FSGT"
"4044",10.7,"FSGT"
"4045",12.7,"FSGT"
"4046",11.6,"FSGT"
"4047",8.6,"FSGT"
"4048",10.5,"FSGT"
"4049",9.2,"FSGT"
"4050",12.3,"FSGT"
"4051",14.9,"FSGT"
"4052",10.6,"FSGT"
"4053",10.4,"FSGT"
"4054",9.5,"FSGT"
"4055",8.5,"FSGT"
"4056",10.4,"FSGT"
"4057",9.4,"FSGT"
"4058",14.6,"FSGT"
"4059",12.4,"FSGT"
"4060",36.7,"FSGT"
"4061",34.4,"FSGT"
"4062",30.4,"FSGT"
"4063",28.5,"FSGT"
"4064",30,"FSGT"
"4065",27.9,"FSGT"
"4066",26,"FSGT"
"4067",26.2,"FSGT"
"4068",25.5,"FSGT"
"4069",24.5,"FSGT"
"4070",22.6,"FSGT"
"4071",36.6,"FSGT"
"4072",10.7,"FSGT"
"4073",14.7,"FSGT"
"4074",8,"FSGT"
"4075",10.1,"FSGT"
"4076",6.9,"FSGT"
"4077",6.7,"FSGT"
"4078",4.9,"FSGT"
"4079",6.9,"FSGT"
"4080",5.9,"FSGT"
"4081",14.8,"FSGT"
"4082",10.9,"FSGT"
"4083",7,"FSGT"
"4084",7.2,"FSGT"
"4085",10.3,"FSGT"
"4086",10.9,"FSGT"
"4087",10.7,"FSGT"
"4088",9.7,"FSGT"
"4089",8.8,"FSGT"
"4090",8.1,"FSGT"
"4091",4.7,"FSGT"
"4092",2.3,"FSGT"
"4093",4.2,"FSGT"
"4094",25.1,"FSGT"
"4095",23.2,"FSGT"
"4096",26.5,"FSGT"
"4097",20.5,"FSGT"
"4098",20.8,"FSGT"
"4099",23.4,"FSGT"
"4100",22.2,"FSGT"
"4101",24.7,"FSGT"
"4102",9.4,"FSGT"
"4103",10.4,"FSGT"
"4104",14.2,"FSGT"
"4105",13.2,"FSGT"
"4106",15.5,"FSGT"
"4107",17.1,"FSGT"
"4108",16.1,"FSGT"
"4109",10.4,"FSGT"
"4110",12.5,"FSGT"
"4111",12,"FSGT"
"4112",10.6,"FSGT"
"4113",15.2,"FSGT"
"4114",10.4,"FSGT"
"4115",14.5,"FSGT"
"4116",14.6,"FSGT"
"4117",11.7,"FSGT"
"4118",13.6,"FSGT"
"4119",17.5,"FSGT"
"4120",13.6,"FSGT"
"4121",16,"FSGT"
"4122",9.3,"FSGT"
"4123",12.1,"FSGT"
"4124",10.4,"FSGT"
"4125",11.7,"FSGT"
"4126",14,"FSGT"
"4127",14.9,"FSGT"
"4128",15,"FSGT"
"4129",16.9,"FSGT"
"4130",15.5,"FSGT"
"4131",19.1,"FSGT"
"4132",17.5,"FSGT"
"4133",22.1,"FSGT"
"4134",12.8,"FSGT"
"4135",14.4,"FSGT"
"4136",19.4,"FSGT"
"4137",16.1,"FSGT"
"4138",17.6,"FSGT"
"4139",16.1,"FSGT"
"4140",14.3,"FSGT"
"4141",13.2,"FSGT"
"4142",10.4,"FSGT"
"4143",10.3,"FSGT"
"4144",7.9,"FSGT"
"4145",10.5,"FSGT"
"4146",10.9,"FSGT"
"4147",12.1,"FSGT"
"4148",9.7,"FSGT"
"4149",10,"FSGT"
"4150",11.3,"FSGT"
"4151",23.8,"FSGT"
"4152",26.4,"FSGT"
"4153",26.6,"FSGT"
"4154",28.7,"FSGT"
"4155",26.1,"FSGT"
"4156",27.6,"FSGT"
"4157",24.9,"FSGT"
"4158",22.8,"FSGT"
"4159",26.5,"FSGT"
"4160",24.3,"FSGT"
"4161",20.6,"FSGT"
"4162",19.3,"FSGT"
"4163",29.3,"FSGT"
"4164",30.9,"FSGT"
"4165",29.3,"FSGT"
"4166",26.5,"FSGT"
"4167",25.8,"FSGT"
"4168",25.1,"FSGT"
"4169",12.2,"FSGT"
"4170",12.6,"FSGT"
"4171",14.4,"FSGT"
"4172",22.4,"FSGT"
"4173",21.6,"FSGT"
"4174",20.6,"FSGT"
"4175",19,"FSGT"
"4176",33.6,"FSGT"
"4177",13.3,"FSGT"
"4178",14.9,"FSGT"
"4179",17.8,"FSGT"
"4180",20.1,"FSGT"
"4181",18.3,"FSGT"
"4182",17,"FSGT"
"4183",14.6,"FSGT"
"4184",15.8,"FSGT"
"4185",16.5,"FSGT"
"4186",14.7,"FSGT"
"4187",20.7,"FSGT"
"4188",17.9,"FSGT"
"4189",19.4,"FSGT"
"4190",23.1,"FSGT"
"4191",23.2,"FSGT"
"4192",22.2,"FSGT"
"4193",20.2,"FSGT"
"4194",18.7,"FSGT"
"4195",20.1,"FSGT"
"4196",17.8,"FSGT"
"4197",18.9,"FSGT"
"4198",11.5,"FSGT"
"4199",10.2,"FSGT"
"4200",8,"FSGT"
"4201",8.7,"FSGT"
"4202",10.5,"FSGT"
"4203",8.8,"FSGT"
"4204",8.1,"FSGT"
"4205",8.4,"FSGT"
"4206",6.9,"FSGT"
"4207",13.1,"FSGT"
"4208",9.7,"FSGT"
"4209",10.2,"FSGT"
"4210",13.9,"FSGT"
"4211",13.3,"FSGT"
"4212",12.2,"FSGT"
"4213",13.3,"FSGT"
"4214",12.1,"FSGT"
"4215",14.2,"FSGT"
"4216",14,"FSGT"
"4217",13.2,"FSGT"
"4218",11.5,"FSGT"
"4219",9.9,"FSGT"
"4220",12.7,"FSGT"
