"","2199815454","7071524730","9355532901","9733049784","9735387512"
"930050805",120.4,89.1,137.8,81.5,87.1
"952770501",125.1,93.5,145.4,80.9,93.9
"930510102",114.7,91.6,127.6,89.9,78.8
"751114311",52.2,29.6,68.1,31.5,16.3
"920040305",53.4,26.3,81.5,15.8,47.2
"751145510",36.2,33.6,47.3,39.6,8.9
"930570103",104.7,73.5,122.1,69.6,71.4
"751155904",22.5,24,44.5,33.6,19.4
"920020203",63,81.2,42.8,88.3,57.5
"940670108",66.4,45.9,76.8,47.2,30.9
"751124509",63.6,42.2,75.2,43.4,27
"751197402",62.8,31.6,83.1,27.3,31.6
"920630802",41.2,49,60.1,51.1,64.9
"940040105",116,99.9,115.3,104.2,81.4
"940710108",111.5,95.3,113,99.6,76.9
"920500602",50.1,40.7,71.1,41.9,61
"940650102",68.6,83.7,51.9,89.7,58.8
"920360502",62.1,33.7,90.2,19.4,51.9
"940460111",81.2,65.2,84.3,69.4,46.7
"751124806",52.5,30,65.4,33.8,15
"751135120",41.6,35.7,52.1,41.1,9.4
"940190103",110.3,90.7,118.1,92,74.7
"950190102",115.9,82.8,136.9,69.9,85.3
"940420107",89,69.4,96.7,70.7,53.4
"940170402",95.3,75.7,103,77,59.6
"930620103",106.5,75.9,121.3,72.1,70.6
"751208017",61.3,38.8,76,38.4,25.4
"950630105",65,53.8,91.5,48,75.8
"920240202",47.8,18.4,75.9,7.8,39.3
"930510106",118.2,95.2,126.9,93.5,81.6
"751135107",45.9,43.6,55.5,48.2,17.7
"781580111",51.1,80.2,49.5,83.8,84.4
"940680106",97.4,81.1,102.4,83.4,62.6
"920780106",68.2,38.2,96.3,24.8,51
"751156008",18.9,26.8,40.4,36.3,24.5
"930710110",120.5,89.3,137.9,85.4,87.2
"920190102",40.2,61.4,19.1,70.7,42.6
"784810108",67.5,70.8,83,72.9,91.1
"751051907",41,29.6,56.3,34.3,3.5
"751155729",26,25.6,43.1,36.5,16
"751124702",56.6,38.4,68.6,42.5,20
"930080107",96.5,65.3,113.9,61.4,63.2
"930570106",104,72.8,121.4,68.9,70.7
"751114109",57.1,28.6,74.2,28.1,21.8
"920120501",4.5,36.4,33.4,43.9,38.9
"920120707",9.5,33.9,38.4,39.5,38.9
"751207812",66.6,38.2,83.5,36.4,30.7
"950180605",80,59.2,106.4,50.5,80
"930661101",69.6,36.5,93.9,23.6,42.4
"781460111",55.4,58.8,74.2,60.9,79
"751187203",57.7,25.5,78.9,18.1,27.3
"940410204",53.8,49.8,60.1,54.4,24.5
"913770102",64,90.2,38,99.6,71.4
"940030102",40.2,45.6,44.4,51.2,20.3
"920500206",42.5,44.3,62.4,46.4,64.6
"930070107",99.6,68,120,57.7,68.4
"751010201",46.6,21.6,63.7,25.3,12.2
"940810306",61.7,57.5,65.4,62.1,32.4
"751051803",43.7,32.2,55.9,36.8,6.1
"920750105",21.7,39,37.1,48.5,27.7
"940040106",126.6,110.5,126.1,114.8,92
"751155909",23.3,22.1,46.2,31.7,19.2
"930620106",109.3,78,125.6,74.2,74.9
"930660902",71.9,40.3,98.4,27,51.6
"920360201",61.3,35.5,89.5,21.3,53.7
"940020109",74.1,58.2,77.1,62.5,39.7
"940420102",86.3,66,94,67.3,50.6
"751176709",44.8,10.4,68.8,8.7,29.3
"920350106",51.5,33.7,78.2,25.9,54.9
"940670106",67.7,47.3,78.1,48.7,32.3
"930480602",76.2,53.1,90.7,52.6,40.3
"930530111",85.8,55.6,100.6,51.8,49.9
"920250103",59.9,35.7,86.6,26.1,56.5
"955850123",101.7,70.5,128.6,57.2,77.3
"781460112",53.9,57.2,72.6,59.3,77.5
"920620203",38.7,32.6,61.7,34.8,52.9
"785860601",78.7,67.4,105.2,61.7,89.4
"930700106",58.8,24.8,82.8,13.7,36.8
"940810202",67.4,67.8,64,72.4,42.5
"930620104",107.3,78.2,121.8,74.4,71.4
"920260603",42.8,25.3,69.5,23.7,47.8
"920250401",51.8,40.5,78.2,34.6,62.5
"956800102",117,83.9,138,71,86.4
"930050603",116,84.8,133.4,77.2,82.7
"751031201",49,24.5,66.2,26.3,13.9
"920350108",48.3,32,75,29.1,54.5
"751166111",15.2,25.3,43.9,33.3,31.2
"751197301",58.7,27.4,79,24.1,27.4
"920510403",37.3,17.9,65.4,17.1,40.4
"751187011",52.7,19.4,76.7,12.1,27.1
"751072501",36.8,19.7,54,25.4,9.2
"920240301",54.1,25.8,82.3,11.5,43.9
"930720103",89.2,56.5,114.1,43.2,62.6
"940410110",63.7,54.1,70.4,58.7,30.5
"920230401",28.3,54.5,14,64.1,42.7
"751207904",61.3,35.6,78,35.2,25.4
"751156018",22.4,25.5,43.1,35,20.3
"950180601",74.6,60.7,101,52,81.6
"751093308",47.8,15,71.8,11.1,24.9
"920510307",34.8,18.5,63,20.5,41
"920220107",31.3,65.4,21.2,72.6,60.9
"940680504",107.8,88.2,115.4,89.6,72.1
"751114305",56.1,32.4,70.9,32,20.2
"786460404",51.7,82.7,43.1,87.1,85
"920220102",24.8,60.3,23.7,66.5,57.5
"930320106",114.5,85.4,128.9,81.5,78.5
"751072805",30.5,16.1,53,26.9,17
"751197503",67.6,37.5,84.8,34.2,32.3
"930050209",116,84.4,136.3,74,84.8
"751114403",55.7,33.2,70.2,35.1,19.8
"751176702",44.2,10.9,68.2,8.5,26.9
"920630201",46.2,54.4,64.4,56.6,72.1
"920750109",23.3,37,37.1,47,22.6
"940220102",78.3,74.1,71,78.7,49.6
"911910102",111.5,103.2,103.9,107.4,82.8
"751135005",47.4,40.9,57.5,45.5,14.9
"920140101",42.3,57.6,31.7,64.3,33.4
"920440120",44.4,15.5,72.6,8.8,36.5
"940680103",95.3,78.9,100.3,81.3,60.5
"751166305",25.9,15.7,53.9,22.8,32.5
"940690102",70.5,51.6,79.1,53.5,35.4
"751124514",61,38.4,74.8,39.6,24.4
"940190104",114.1,94.4,121.8,95.8,78.4
"751186928",53.8,19.8,77.9,8.5,32.6
"930700107",58.3,24.2,82.3,13.2,37.2
"930010503",73.8,40.6,94.2,30.3,42.6
"784180104",66.9,70.2,85.6,65.4,90.5
"920400701",7.8,38.7,28.2,47.6,35.6
"940710109",110.3,94.2,111.9,98.5,75.7
"920360302",58.9,30.5,87,16.2,48.6
"920120402",9.8,39.3,36.6,47.8,38.8
"930010101",77.3,44,98.1,33.6,46.5
"751124513",62.5,40,76.3,41.2,26
"786860106",34.8,68.9,22.5,76.1,64.4
"751176511",37.8,6.8,63.9,10.1,30.6
"751103907",53.4,22.5,70.5,21.9,19
"920480210",18.2,49.1,16.1,58,41.6
"930460112",122.8,91.6,140.2,87.7,89.5
"920040202",55.4,28.4,83.6,18.1,49.3
"751155810",26.4,23.1,45.1,33.9,16.7
"751135027",47.8,39.4,58.2,44,13.5
"751155801",29.7,26.1,44.5,35.4,12.4
"940580112",98.5,75.3,111.6,73.6,62.6
"751186926",54.8,21.5,78.8,10.3,33
"751187208",65.7,32.6,87.2,24.5,35.6
"930660701",76.5,43.2,99.4,30.8,47.8
"751135202",43.5,36.3,54.4,41.8,10
"920020403",56.5,75.6,34.8,85,55.8
"751176810",49.6,15.1,73.6,5,31.8
"940160107",48.7,59,41.2,64.9,34
"940410104",59.7,54.8,65.6,59.4,30
"930050801",119.9,88.3,138,78,87.3
"940410201",53.4,50.3,57.3,54.9,25
"940180105",66.1,48.6,73.3,50.5,31.8
"930460106",114.4,83.2,131.8,79.3,81.1
"930590102",94.3,62.6,120.7,49.3,69.3
"920630301",47,57.5,65.2,59.6,74.9
"930010303",78.2,44.9,99,34.5,47.4
"930530104",88.9,59,103.7,55.1,53
"920440118",42.9,15.3,71,11.1,39
"930320101",116.7,85.6,131.1,81.7,80.8
"786460201",46,78.1,36,82.7,77.7
"751051903",39.4,28.5,53.8,34.1,1.7
"920780103",74.1,44.1,102.2,30.7,57
"920500606",48.7,40.9,68.9,42.9,61.2
"920480207",17.8,47.4,19.9,56.9,38.3
"940410108",57.2,48.8,63.8,53.4,25.2
"751072808",29.5,15.5,52.8,26.3,18.2
"751124705",56.5,34.9,69.4,38.6,19
"920600101",36.6,62.9,11.5,72.4,49.4
"940680104",97.4,80.7,103,82.1,62.2
"786460506",43.9,74.8,42.3,79.2,77.2
"783500103",56.3,74.7,63.3,76.9,89.2
"930660702",76.1,42.8,99,30.4,47.4
"940180110",63,45.5,73.4,48.8,28.7
"940810309",65.7,62.2,65.8,66.8,37
"930480205",72.6,49.4,87,49,36.6
"940770106",92.5,89.6,82.5,94.1,64.3
"751176610",41.5,8.5,67.6,6.4,31.1
"951970104",94.2,64.6,122.4,50.4,76.3
"940380109",59.1,66.6,48,72.6,41.7
"751166207",21.1,20.2,49.8,27.2,31.9
"783500102",58.5,75.2,67.8,77.4,91.5
"930640107",96.6,72.6,111,70.4,60.7
"930070104",99.3,67.7,119.6,57.4,68.1
"940380112",59.7,66.1,55.4,70.6,40.1
"751207906",59,31.9,75.9,31.5,23.1
"920040707",59.5,34,87.7,21.6,54
"940210102",60,70.9,46.9,76.9,46.1
"940330105",91.2,68.1,105.7,67.2,55.3
"786400108",44,76.4,15.3,85.4,67.4
"783220104",63.7,96.6,35.7,105.6,84.6
"940520108",86.2,63.7,96.7,65,49.6
"940370101",45.5,46.6,50.4,51.9,20.3
"781580107",47,78,45.4,81.6,80.3
"751114210",56.2,27.7,73.3,27.3,20.8
"920620401",35.5,27.4,61.8,29.6,47.7
"751062204",39.6,24.3,56.7,28.9,4.8
"751187105",54.9,22.4,76.8,15.1,26.4
"920250403",53.6,42,80,35.3,64.3
"940550103",118.1,99,119.8,100.4,83
"920250210",58.6,40.1,85.1,31.5,61
"920230303",23.7,45.8,23.7,55.4,32.3
"920750110",22.1,35.7,34.6,45.3,20.9
"940760102",52.7,53.4,56.4,58,27.4
"920780104",72.7,42.7,100.8,29.3,55.6
"950180604",77.6,57.3,104.1,48.6,78.1
"930490101",99.1,75.1,113.6,72.7,63.2
"920350110",47.4,31.8,74.1,28.9,54.3
"930290901",92.9,61.5,113.2,51.2,61.7
"751103801",50.9,19.7,70.2,19.5,18.7
"785860801",71.4,60.2,97.9,52.7,82.2
"751197308",58.4,27.2,78.8,21.6,27.2
"786460602",56,88.2,41.9,92.9,85.3
"930050403",104.7,73.5,122.1,69.6,71.4
"930500113",110,84.3,124.4,80.4,74
"751093307",46.8,14.7,70.9,10.9,23.9
"784180106",63.3,66.6,82.1,65.7,86.9
"751208018",62.3,39.8,77,39.4,26.4
"751187206",60.1,27,81.6,19.6,30
"920320104",36.5,55.3,24.4,64.7,36.2
"920630103",51.4,54.7,70.2,56.8,75
"786460407",51,81.9,44,86.3,84.3
"920120401",7.6,32.3,34.2,41.3,33.3
"950180404",67.3,55.3,93.7,46.6,76.1
"785861101",72.9,61.7,99.4,55.9,83.7
"751208020",64.7,42.1,79.4,41.8,28.8
"781460107",58.8,62.1,77.5,63.4,82.4
"920320103",39.4,56.9,26.6,66.2,37.1
"751166409",32,9.8,58.2,17.2,28.5
"751083203",42.5,6,66.7,16,29.7
"954280201",101,70.1,128.2,56.7,81.4
"930320105",118,88.9,132.4,85,82.1
"940780104",105.6,96.7,98,101,76.9
"940800303",76.8,54.2,91.1,55.1,40.7
"751166310",30.8,14.4,58.1,19.6,32.2
"751176805",47.6,13.1,71.6,4.3,29.8
"920230105",27.7,50.5,20.5,60,36.3
"751104005",58.5,27.5,75.7,25.5,23.7
"940740102",104.5,90.9,96.9,95.2,72.4
"930060102",68.4,43.2,83.1,42.7,32.5
"920120304",6.1,42.5,28.7,50.2,41.9
"751208016",61.7,39.1,76.2,38.8,25.8
"940330116",83.9,61.4,96.8,61.3,47.8
"952030101",97.2,69.3,123.9,55.1,85
"930010502",73.9,42.7,94.3,32.7,42.7
"751197403",64.9,33.7,85.2,27.1,33.7
"930500103",106.5,83.4,120.3,81.6,70.6
"940150106",107.6,85.1,116.1,86.2,71
"751186921",51.8,17.8,75.8,8.6,31
"930570101",105.6,74.4,123,70.5,72.3
"930320112",110,80.9,124.4,77,74
"930530108",87.7,58.6,102.5,55.2,51.8
"955850102",107.1,74,128.1,61.1,76.5
"781260104",50.3,74.3,57.4,77.9,83.3
"751041503",48.5,26.1,65.6,30.4,12.6
"940730101",75.8,73,66.4,77.6,47.7
"940810210",64.3,63.7,65.5,68.3,38.4
"950180603",76.2,58.8,102.7,50.1,79.6
"920120206",6.3,39.7,31.8,46.1,41.5
"940680701",98.6,82.5,103.7,85.5,64
"920260504",37.9,27.1,64.6,25.1,48.6
"920260101",45.4,31.2,72.1,29.2,53.7
"940810212",58.5,58.7,61.1,63.3,33.4
"940800205",72,49.4,86.3,50.3,35.9
"751051703",43.5,27.9,59,32.5,6
"940190107",117.8,98.1,125.5,99.5,82.1
"751176817",51.9,18.4,77.2,6.4,35.6
"920070110",38.6,54.2,33.6,60.9,30
"940440106",113.3,99.8,105.7,104,81.3
"940760115",54.8,61.8,51.9,67.8,36.9
"955550104",86.1,59.6,112.8,45.4,76.9
"920460110",24,43.7,29.6,53.1,28
"940170704",100,80.4,107.7,81.7,64.3
"786460502",46.7,77.6,40.1,82,80
"920220101",28.8,64.2,23.6,69.2,61.5
"751072807",27.4,17.6,50.1,28.4,19.1
"920260203",44.7,24.8,71.8,19.9,48.1
"951970105",92.9,62,120.1,48.6,73.3
"751051702",46.5,30.8,61.2,35.4,9.1
"955820107",93.8,69.5,120.5,57.7,90.1
"751062302",36.1,25.5,52.1,31.1,4.1
"930490104",101.7,78.6,116.2,76.8,65.8
"751155910",24.6,22.1,46.9,31.7,18.2
"751135115",42.2,38.6,52.2,44,12.3
"751114114",56.8,28.3,74,26.8,21.6
"751166107",10.7,30.7,39.4,38.6,33.2
"920240502",49.4,18.1,77.2,3.9,36.3
"930010601",74,41.4,94.3,31,42.8
"751156015",20.4,24.2,42.8,33.7,22
"950180602",80.5,61.3,106.9,52.6,82.2
"751103709",54.7,23.4,75,20.5,23.4
"751072704",30.8,20.1,50.1,30.9,14.4
"930790102",86,55.1,113.2,41.7,66.4
"940680602",102.1,85.8,107.1,87.3,67.3
"920720106",16.4,51.8,22.9,59.1,50.3
"930480203",72.2,49.6,86.7,49.2,36.3
"930050206",120.9,89.4,141.3,79,89.7
"920350103",49.5,35.4,76.2,30.3,57.9
"751051808",44.1,30,58.4,34.6,6.6
"751051806",44,30.6,57.5,35.2,6.5
"940460205",74.9,58.7,81.8,63,40.2
"930480704",82.6,58.7,97.1,56.6,46.7
"920640105",18.5,42,38.3,45.8,50.9
"940171101",108.4,88.7,116.1,90.1,72.7
"920640110",22.4,49.5,36.9,53,55.4
"930630102",81.6,50.3,97.3,46.5,46.2
"920360202",62.3,34.8,90.4,20.6,53
"751093302",46.3,14.8,69.8,13.2,22.6
"751124802",53.6,32.2,66.5,36,16.1
"920260406",44.2,34.3,70.7,34.2,55
"930661102",67.3,34,91.2,23.5,39.7
"940520104",90.5,68,101.9,69.1,53.9
"930140113",117.3,86,134.6,82.2,83.9
"751207903",62.7,37,78.4,36.6,26.8
"940780202",98.5,93.4,90.9,97.8,69.8
"751156004",21.9,26.8,40.5,36.3,19.7
"751145512",36.2,33,48.7,39.8,10.4
"920500801",51.6,44.5,71.4,46.1,64.8
"920620205",36.6,33.4,60.2,35.6,53.7
"920040703",63.3,37.8,91.4,24,56.4
"930780103",131.1,99.9,148.5,90.2,97.8
"920200102",28.2,46.3,26.6,55.7,28.5
"940280207",85.3,69.2,88.4,73.5,50.7
"940160110",41.5,51.8,37.7,58.5,27.6
"751155730",26.7,25.5,43.8,36.3,14.5
"920260505",39.5,28.2,66.2,28.3,48.9
"751155915",24.9,20.8,47.2,31.1,18
"751124801",54.4,32,67.3,35.8,17
"930770112",99.1,73.5,113.6,69.6,63.2
"950630108",62.9,51.6,89.4,45.9,73.6
"940810111",66.5,58.2,68.3,62.8,34.6
"781240105",68.7,57.7,87.5,51.9,79.7
"751155715",24.4,29,41.5,39.9,17.8
"920500301",44,44.8,63.8,46.9,65
"930490105",101.2,78,115.7,76.3,65.3
"751124507",62.4,39.8,76.1,41.2,25.8
"930290403",98.8,67.6,117,60.4,66.3
"930640116",91.7,64,106.2,61.8,55.8
"751093601",49.1,17.9,70.7,16.9,22.3
"930700116",58.6,25.2,82.6,14,34.2
"751124620",55.8,33.5,68.7,36.4,18.4
"930050202",114,82.4,134.4,72.1,82.8
"920360501",58.6,30.2,86.7,16,48.4
"920440115",39,14.3,67.1,12.7,38
"920480105",32.6,65.1,0.6,74,55.1
"751207905",58.4,33.9,73.8,33.5,22.5
"940410101",55.9,51.8,62.2,56.4,26.6
"930530102",90.1,60.2,104.9,56.3,54.2
"940770103",91,87.5,82.7,92.1,62.3
"930290904",93.5,62.2,113.9,51.8,62.3
"930500114",115.5,92.3,128.7,90,79.5
"751187026",56.5,23.2,80.5,13.3,31.9
"930780106",126.6,95.3,144,87,93.3
"920190108",45.7,72,22.3,81.5,55
"930780114",129.4,98.2,146.8,94.3,96.1
"920770103",26.5,58,30.8,62.7,59.8
"920190109",50.9,71.8,27.4,81.2,52.7
"952100301",88.9,59.2,117,45,73.8
"751186905",46.9,13.6,70.9,6.6,27.9
"751156002",18.3,28.4,39,37.9,21.9
"930480401",72.5,48,86.9,47.6,36.5
"920250204",62.2,37.9,88.9,27.1,58.8
"920500508",48.6,42.2,70.5,44.4,62.5
"955390101",103,72.1,130.2,58.7,82.8
"751208025",60.4,37.9,75.2,37.5,24.5
"952520107",96.6,72.5,123,60.6,93
"930050601",117.5,86.3,134.9,75.9,84.2
"940690103",74.4,56.5,81.4,58.8,38
"920440108",41.8,15.7,69.9,11.7,39.4
"786460406",50.5,81.4,42,85.8,83.8
"930290201",100.5,69.1,120.8,58.8,69.3
"930700104",59.4,26.7,84.8,13.4,38.9
"940170202",96,76.3,103.7,77.7,60.3
"751103802",51.9,20.7,69,21.1,17.5
"751197602",63.1,32,80.2,29.8,28.3
"751124624",61.9,39.4,75.7,40.5,25.3
"930720113",90.8,57.7,111.8,44.8,60.2
"954280204",103.1,73.3,131.2,59.2,84.6
"930770109",103.7,74.6,118.2,70.7,67.8
"783110402",71.9,60.6,94.9,54.8,82.6
"751145610",30,30.5,43.1,39.5,12.9
"920220108",29.7,62.7,16.1,71.6,56.9
"751166407",34.4,10.4,60.7,17,30.7
"940730107",75.8,79.8,66.5,84.4,53.9
"930550801",69.2,37.9,89.5,34.1,37.9
"751145302",41.1,32.9,54.3,38.5,6.9
"751041504",50.3,26.5,67.2,30.4,14.2
"920330104",29.7,52.1,42.2,55.7,62.6
"920500701",58.6,47.6,79.3,41.8,69.5
"785861201",72.4,61.2,98.9,55.4,83.2
"751187103",53.4,20.9,75.2,15.1,24.8
"930700111",56.8,22.7,80.8,11.7,37.5
"920230202",22.4,45.2,21.2,54.7,34.1
"751124803",50.2,30.3,63.1,34.2,12.7
"955850125",101.6,70.4,128.5,57.1,77.2
"940280406",98.7,82.6,94.4,86.8,64.1
"751187022",53.2,20,77.3,10.9,29.1
"920440104",45,18.3,73.2,10.6,39.5
"930100107",96.5,65.2,113.9,61.4,63.2
"930140110",118,86.7,135.3,82.9,84.6
"781240104",67.7,56.4,86.7,50.6,78.4
"751135026",49,39.3,59.5,43.9,15.1
"751020601",44.4,15.8,64.1,18.7,16.4
"751051801",45.4,32.9,57.6,37.4,9.1
"920360503",67.8,38.2,96,24,56.4
"751114408",57.2,34.6,71.6,34.8,21.3
"920200104",26.4,45.9,27.7,55.2,28.5
"930470104",120.4,89.3,134.9,85.5,84.5
"751103806",50,18.7,71.2,18.6,19.6
"751062311",36,22.8,53.1,28.4,5.9
"786460207",42.4,77.7,30.9,82.8,73.2
"785860202",76.9,70.9,95.6,65.1,92.9
"940020107",72.6,56.8,79.5,61.1,38.3
"930590101",95,63.2,121.3,49.9,69.9
"751176614",41.2,11.1,69.3,8.7,34.8
"751187002",51.4,18.7,74.4,14.3,26.3
"930010202",77.7,46.3,98,36,46.4
"751145509",35.6,34.3,46.5,40.7,10.1
"751041302",46.3,21.8,63.4,26.1,11.2
"920500704",55.5,44.3,76.6,39.3,66.3
"930500104",111.3,88.2,124.5,86.4,75.4
"940680201",89.3,70.1,96.5,71.6,53.6
"920490115",29.1,42.4,33.1,51.7,21.8
"930710107",122.4,91.2,139.8,82.8,89.1
"952680114",105.6,72.5,126.6,59.6,75
"751072506",37.5,18.8,55.7,23.6,8.9
"751166125",20.7,21.9,46.8,29.9,27.8
"930100305",100.2,70.2,115,66.3,64.3
"940670102",67.4,44.9,80.5,46.3,30.8
"916450105",53.7,75.9,30.3,85.3,56.8
"952680115",106.7,73.5,127.6,60.7,76.1
"751197614",60.7,29.5,81,26.3,29.5
"952190701",101.7,77.4,128.4,64.8,94.7
"781260108",40.9,63.6,51.7,67.2,73.9
"930770104",100.7,71.6,115.1,67.7,64.8
"751124621",55.4,32.8,69.4,34.7,19
"940430103",49.2,50.9,53.1,56.2,24.5
"940710101",109.6,93.5,111.2,97.8,75
"920500101",39.8,41.2,61.7,43.4,60.6
"940680704",92.6,76.1,97.7,78.5,57.6
"751166404",29.5,12.1,55.7,20,27.2
"930660907",71.8,39.1,97.2,25.8,48.5
"950180201",73.5,49.5,99.9,37.6,70
"954280203",101.4,71.8,129.6,57.5,83.3
"940800202",68.2,45.6,82.4,46.6,32.1
"920630202",45,53.3,63.7,55.4,70.7
"781580102",51,77.8,54.3,81.4,84
"930490106",101.8,78.7,114.8,77.3,65.9
"920040604",56.5,29.4,84.6,17.1,49.5
"955850110",98.9,67.4,123.3,54.1,71.7
"940580109",97.4,74.2,110.3,73.8,61.4
"783110302",70.1,58.8,92.3,53,80.8
"751103908",54.4,23.2,71.7,21.4,19.9
"751197305",59.6,28.3,79.9,22.6,28.3
"940330121",80.5,58,92.8,59.3,43.9
"930480801",82.7,59.5,97.2,58.4,46.8
"751062402",38.4,20.3,55.5,25.1,7.4
"940580110",97,73.8,109.7,73.4,61
"783580107",88.3,77,111.8,71.3,99
"781580110",50.6,81.6,48.3,85.3,83.9
"930320115",113.4,85,127.8,81.1,77.4
"951760103",77.2,65.9,103.6,58.1,87.6
"920500607",53.9,44.6,74.9,45.2,64.9
"930070109",101,69.5,121.4,59.1,69.8
"751072811",30.3,13.7,53.6,24.6,16.4
"751207816",65.3,36.2,82.1,34,29.4
"940220205",84.8,75.9,77.2,80.2,56.1
"940110107",102.2,86.1,96.8,90.3,67.6
"940280302",84.3,68.2,89.4,72.5,49.7
"930010802",72.1,40.1,92.4,29.8,40.9
"920070117",40,57,29.3,65.9,35
"920320108",33.1,52.6,22.4,62,33.9
"940760107",56.1,54.1,60,58.7,28.6
"920500501",42.8,33.5,66.2,35.6,53.8
"920190101",45.5,72.8,16.7,82.4,59.4
"784180101",68.5,71.8,87.2,73.9,92.1
"952880102",96.4,65.5,123.6,52.1,76.8
"920230402",30.7,55.5,14.6,65,39.7
"940680803",87,70.2,93.4,72.1,52
"751186913",51.7,18.4,75.7,11.3,30.6
"751062309",33.5,21.9,50.7,27.5,7.2
"913770108",68.3,89.7,44.4,98.4,67.5
"913770106",63.1,85,37.6,94.4,65.9
"940190102",114.1,95.1,118.9,96.5,79
"786860102",37.9,73.3,28.8,78.3,68.7
"920770105",25,56.8,30.2,61.5,58.4
"940770105",91.4,88.7,82.1,93.2,63.4
"930080113",86.8,55.6,106.8,50.4,54.5
"920260202",45.2,24.8,72.4,20,48.6
"751145619",33.6,31.5,46.9,38.5,12
"920330105",29.3,55.1,40,58.7,62.2
"920040502",60.4,30.5,88.6,16.3,48.7
"751166406",31.4,10,57.6,17.4,29
"751197608",59.6,28.5,76.7,26.3,24.8
"751062101",40,23.5,57.1,28.1,6.8
"920460107",25.6,41.5,31.7,50.9,25.7
"920460108",23.2,39.9,31.1,49.3,24.2
"920070106",41.1,50.6,37.3,57.3,26.5
"940280201",92.6,77.1,91.1,81.4,58.6
"930450104",76.5,45.9,92.6,42,40.6
"786460202",47.5,79.6,37.1,84.2,80.2
"940280101",89.2,73.1,94.3,76.6,54.6
"920230103",25.1,48.9,20.3,58.4,35.3
"751166304",26.4,16.1,53.6,23.2,32.8
"940410205",54.4,49.7,60.7,54.3,24.4
"930630108",77.3,49.4,92,47.2,41.4
"920400202",14.7,35,31.5,44.5,26.1
"751197601",62.4,32.3,79.6,30.1,27.1
"940330111",94.9,72.1,107.7,71.7,58.9
"920120504",5.3,36.1,34.1,44.1,37.3
"930010402",75.8,42.5,96.6,32.1,45
"783960102",89.2,78.5,107.6,72.7,100.5
"920240304",54.9,25,83.1,10.8,43.2
"786460305",45.8,80.3,31.6,86.1,75
"920140105",46.7,59.4,35.1,65.4,34.5
"940800204",71,48.5,84.3,49.6,34.4
"751187005",53.3,20.4,76.7,15.8,29.5
"940160108",48.6,59.4,38.7,65.3,34.5
"920120301",6.2,37.8,28.2,46.8,37
"751030903",50,22.6,67.1,24.1,15.2
"940110108",102.6,86.5,99.1,90.8,68
"930770108",102.6,73.5,117,69.6,66.6
"930530113",87.4,57.4,102.2,53.6,51.5
"783580101",84.8,73.5,108.3,67.8,95.5
"786460604",53.2,86.1,39.1,90.8,82.4
"751166121",17.1,23.8,45.8,31.2,32.3
"751083204",40.2,7.9,64.3,11.7,24.8
"751114108",54.9,26.4,72,25.9,19.6
"940440107",109.6,93.5,105.7,97.8,75
"751197518",66.5,35.2,86.3,31.5,34.2
"955850111",102.1,70.5,124.9,57.2,73.3
"751207707",61,32.5,78.1,32,25.7
"940150105",111.6,89.1,122.1,90.3,75
"920190110",48.7,68.7,26.3,78.1,49.6
"920320101",34.5,52.6,28.4,62,33.5
"920250208",62.8,44.3,89.3,35.6,65.2
"751155815",29.6,23.6,46.2,32.7,10.6
"920200105",24.3,45.4,27.3,54.8,29.1
"930270113",79.6,46.3,100.4,35.2,48.8
"940550104",125.2,105.6,126.8,107,89.6
"930640114",89,62.7,103.4,60.6,53
"940410106",60.1,50.5,66.8,55.1,26.9
"920630602",32.5,48.2,52.2,51.8,61.2
"920230506",36.5,64.3,7.6,73.9,52.3
"751124808",52.6,31.1,65.5,34.8,15.2
"920490112",34.5,43.7,39.4,50.6,20.2
"940370102",45.4,46.6,49.4,51.8,20.2
"920360301",59.9,32,88.1,17.7,50.1
"913770104",63.3,87.7,37.8,97.1,68.8
"930710114",127.6,96.4,145,92.5,94.3
"751093304",46.2,14.6,70.2,11,23.3
"940810113",65.7,56.4,68,61,32.9
"751208015",60.6,38.1,75.1,37.8,24.7
"914770107",69.3,96.1,40.5,105.6,79.4
"930490109",99.2,76,113.6,74.2,63.2
"751145620",32.9,31.7,45.4,38.6,12
"751145617",29,29.1,42.1,38.4,13.6
"784180105",64.3,67.6,83,65.6,87.9
"751145310",42.1,32.5,55.3,38.1,7.4
"952190801",100.7,75.4,127.4,61.2,91.1
"751135009",49.6,42.1,60.1,46.7,17.1
"751176609",40.2,7.3,66.3,7.7,30
"920640108",22.1,47.2,39.4,50.8,55
"920460103",27.1,37.1,36.5,46.5,20.4
"751197613",60,28.8,79.9,25.5,27.9
"751124604",58.9,39.1,70.3,42.9,22.3
"783110101",70,58.7,96.4,52.9,80.7
"940460301",75.9,59.3,82.7,63.5,40.8
"920240104",47.2,18.1,75.4,5,37.4
"751114401",59.2,36.7,73.6,37.6,23.3
"940580106",100.2,77.7,111.2,77.7,63.6
"930481105",83.7,60.6,98.2,58.8,47.8
"751104007",58,26.8,76,24.8,24
"940280204",93.7,78.2,92.2,82.4,59.7
"940210108",60.2,67,53.2,71.6,41
"930050903",111.5,80.3,128.9,74.5,78.3
"930710119",112.9,81.6,130.3,77.8,79.6
"951970101",99.1,68.9,127,55.3,80.3
"751166211",23.2,19.5,49,27.5,28.5
"940190106",115.7,96,123.4,97.4,80
"913770109",68.1,89.5,43.8,98.1,67.2
