"","2199815454","7071524730","9355532901","9733049784","9735387512"
"751197516",65.4,34.2,84.9,30.8,32.9
"940680101",93.8,77.1,99.4,79.4,58.6
"920250205",63.6,39.3,90.3,29.8,60.2
"940760121",55.7,62.4,54,67,36.4
"920120702",10.4,32.1,39.2,37.8,39.2
"751145513",34.7,32.6,46.7,39.5,10.2
"950180903",78.3,54,105,42.1,74.5
"751156009",19.6,25.4,40.9,35,24.7
"920480103",33.8,65.3,2.1,74.3,54
"940030104",45.1,52.1,48.6,58.1,27.2
"940030107",40.9,48.4,40.1,54.3,23.4
"920640103",21.1,42,40.9,45.5,52.6
"930550301",71.1,39.9,91.4,34.6,39.8
"920240602",49.6,19.7,77.7,5.4,37.8
"930050208",117.8,86.2,138.2,75.9,86.6
"940760114",52.5,59.5,51.1,65.5,34.6
"920070112",43.2,56.4,36.8,63.1,32.2
"920500505",43.7,38.1,65.6,40.2,58.4
"920710106",41.5,59.8,26,69.2,40
"940410109",61.9,52.3,68.6,56.9,28.7
"940800304",79.6,57.1,92,58.5,43
"920360103",64.5,38.6,92.7,24.3,56.7
"940810311",64.2,55,68.2,59.5,31.4
"930710101",115.7,84.5,133.2,80.6,82.5
"920240404",52.3,20.2,79.2,5.9,38
"950181003",79.1,54.8,105.8,42.9,75.3
"751176803",48,13.5,72.1,4.8,29.6
"940340107",61.2,75.7,44.5,81.7,50.8
"751176612",42.4,9.4,68.4,6.1,32.2
"751145608",30.2,31.5,42.9,40.4,13.9
"751145502",34.6,36.3,44.5,42.9,12
"751186907",48.7,15.4,72.8,8.6,28.7
"751197506",63.2,33.1,80.4,30.9,28
"930720102",86.6,54,112.1,40.6,60.6
"930550401",73.3,42,93.6,38.2,41.4
"920320105",33.8,53.2,24.1,62.6,34.1
"940680402",102.3,82.7,110,84.1,66.6
"920120701",12.8,33.6,39.5,37.9,41.3
"751062305",34.9,24.8,51.8,30.8,5.9
"940330108",91.1,67.9,105.2,67.4,55.2
"940730109",76.9,76.5,67.5,81.1,51.2
"930640102",95.5,65.6,110.3,61.7,59.6
"751031101",53.2,28,70.3,28.3,17.3
"940160111",42.5,52.4,37.6,58.3,27.4
"751062303",35.3,24.7,51.8,30.3,4.9
"751208004",59.9,37.4,74.4,38.4,24
"920750104",19.7,38.2,31,48.6,25.4
"751114410",58.7,36.2,73.4,35.9,22.8
"751124501",64,43.8,74.3,45.6,28.6
"920020307",64.3,85.7,40.9,94.6,63.7
"751103701",55.4,24.1,75.7,21.1,24.1
"920630803",40,50.9,58.8,53.1,66.3
"751114207",52.1,28.1,69,28.5,16.2
"751186904",46.9,13.6,70.9,7.9,27.2
"920230203",20.1,45.1,21.5,54.6,35.2
"751145611",30.8,31.1,43.2,40,13.3
"930660903",78.3,45.6,103.7,32.3,52.4
"751208008",64.7,42.2,79.2,43.1,28.8
"930100401",100.2,69,115.6,65.1,65
"786460505",42.3,73.3,40.7,77.2,75.7
"955820106",91.2,66.9,117.9,55.1,87.5
"920250113",56.2,37.8,82.9,29.6,58.7
"940680603",101,84.9,106.1,88.9,66.4
"920090111",52.5,31.4,79.2,23.7,52.8
"920400504",10.1,36.4,28.3,45.3,31.6
"751155902",24.6,22.6,44.7,33.4,17
"920250209",59.8,40.9,86.2,32.3,61.8
"940420106",88.4,68.7,96.1,70.1,52.7
"920120208",12.3,45,32.5,49.9,47.4
"751187108",55.5,22.3,77.3,14.8,26.9
"930480604",74.9,51.7,89.3,51.3,38.9
"930660501",81.9,49.2,104.5,35.9,53
"940680301",95.4,76.2,102.6,77.5,59.7
"940780203",104,91.1,96.4,95.3,72.6
"920510301",34.4,13.8,62.5,16,35.8
"930530109",84,53,98.8,49.2,48.2
"751134902",47.2,34.6,59.4,39.2,11.1
"751207706",60.1,31.6,77.3,31.1,24.8
"930700105",61.4,27.4,85.4,16.3,37.9
"751135007",48.1,40.7,58.6,45.3,15.6
"930570109",107.5,76.2,124.9,72.4,74.2
"920020105",53.7,71.9,36.4,79.8,48.9
"930720116",97.7,65.1,119.5,51.7,68
"940171201",113.8,94.2,121.5,95.5,78.2
"751155713",23.4,28.4,40.5,39,17.4
"955820105",91.9,67.6,118.6,55.7,86
"940180102",69.5,51.7,78.3,53.6,34.9
"930050207",120.2,88.6,140.5,78.2,88.9
"940480102",134.4,118.2,131.4,122.5,99.8
"954270105",94.6,63.7,121.8,50.3,75
"751031002",52.8,27.2,69.9,27.5,17.5
"920120603",6,37.5,34.1,43.1,40.2
"940810301",57,55.3,60.5,59.9,30
"940810203",68.1,65.4,67.5,70,40.2
"930130103",91.3,58.3,111.6,47.9,60.1
"940020201",74.4,59.6,76.3,63.9,41.1
"751114313",52,29.5,68.9,29.8,16.1
"920460105",25.2,36.6,35.1,46,20.6
"781460113",55.3,58.6,74,60.7,78.9
"751155918",24.4,18.5,47.7,28.5,19.9
"916450102",56,80.9,30.5,90.3,62.1
"786460601",60.2,92.2,49.1,96.9,92.5
"751207914",61.9,36.2,78.8,35.6,26
"930320113",109.2,80.1,123.7,76.3,73.3
"751155913",26.8,20.8,46.8,31.7,15.8
"751124610",58.9,39.1,70.2,41.2,22.2
"930710121",118.4,87.2,135.8,83.3,85.1
"930290301",101.5,70.2,120.9,62.6,69.2
"930710104",117.6,86.3,135,80.9,84.3
"930640117",90.1,66.2,104.6,64,54.2
"920120302",4.4,39.1,30.7,47.6,38.6
"930510302",119.4,98.1,127.1,97.7,83.7
"930460116",115.4,84.1,132.8,80.3,82.1
"940760116",58.3,65.3,54.8,70,39.4
"940420104",82.5,65.6,88.9,67.4,47.4
"920480104",32.4,63.2,2.4,72.2,52.5
"950180504",74.6,53.8,101.1,42.6,74.7
"940170103",100.8,81,108.5,82.2,65.1
"951970102",95.8,64.9,123,51.5,76.2
"940210104",67.1,71.1,57.6,75.7,45.1
"940420101",84.8,65.6,92.5,67.5,49.1
"751208001",66.4,43.9,80.2,44.9,29.8
"940170101",95.5,75.8,103.2,77.2,59.8
"920510410",36.7,15.1,64.9,15,37.6
"751135205",41.5,33.6,52.8,38.7,7.3
"940460204",72.7,56.4,79.6,60.7,37.9
"786860105",38.1,72.9,27.3,78.4,68.3
"751114204",55.7,29.8,72.3,29.4,19.8
"751166221",24.5,16.4,50.5,24.4,24.6
"920230503",33.2,59.5,7,69.1,47.3
"920250201",64.3,39.3,91,27.1,59.5
"751114308",53.3,30.7,67.8,31.2,17.4
"950190105",112.6,79.5,133.6,66.6,82
"940440102",108.5,94.8,100.9,99,76.3
"940170703",102.3,82.6,110,84,66.6
"930080114",88.7,57.5,108.7,50.7,56.4
"940440104",111.5,97.9,103.9,102.2,79.4
"920360104",64.9,38.9,93,24.7,57.1
"751176616",42.8,12.8,71,8.9,36.5
"940370106",38.9,43.3,44,48.9,18
"786500103",62.6,65.9,81,68,86.2
"751124504",62.2,40.8,73.3,42.6,25.6
"920720101",23.7,57.5,17.4,66.4,52.9
"940680502",106.4,86.9,112.2,88.3,70.8
"950630109",63,51.8,89.5,46,73.8
"930480404",73.7,48.4,88.4,47.1,37.8
"940780201",98.3,93.3,90.7,97.6,69.7
"920400403",19,41.9,25.1,51.4,33
"920320107",31.7,53.6,20,63,34.8
"954240102",92.9,81.5,119.4,71.5,102.3
"940420108",89,69.3,96.7,70.7,53.3
"930710116",118.2,87,135.6,83.1,84.9
"930500111",111.1,88,125.6,84.7,75.2
"940460107",77,60.9,80,65.2,42.4
"930530115",85.6,54.5,100.4,50.7,49.7
"952680102",102.3,69.1,123.2,56.3,71.7
"751072801",32,15.9,52,26.7,15.5
"920220109",34.2,67.2,18.3,76.2,61.1
"940580108",98.2,75,111.1,74.6,62.2
"751207916",63.7,36.9,80.6,36.1,27.8
"930290601",96.6,65.2,117,54.9,65.4
"940710107",122.1,106,123.7,110.3,87.5
"751072603",31.7,13.1,54.9,23.9,15
"751156003",22.2,30.5,43,40.9,22.8
"930140107",116.3,85.1,130.8,81.2,80.4
"930011002",71.4,38.1,92.2,27.8,40.7
"751041402",47.8,23.2,64.9,27.5,12.7
"930140103",120.9,89.6,136.2,85.8,85.8
"930480402",74.2,48.9,88.9,47.8,38.3
"920120405",5.2,35.7,32.9,44.2,35.1
"751166212",23,18.8,49.1,26.8,28.1
"930660503",81.5,48.8,106.9,35.5,55.4
"920120704",8.6,32.4,37.5,39.9,36.3
"930290202",97.8,66.4,118.1,56.1,66.6
"920480203",11.9,42.7,22.5,51.6,38.2
"751186910",48.7,15.4,72.7,11.1,28.6
"952030105",101.5,75.3,128.2,61,91
"786460501",47.4,79.5,39.5,84.1,80.6
"751155724",25,26.6,42.5,37.5,16.4
"920330101",29.2,49.8,45.1,53.4,62
"930710113",123.4,92.2,140.8,88.3,90.1
"950180501",73.6,53.9,100,45.2,74.7
"751124608",60.7,39.2,72.1,41,24
"920040504",54.8,26.4,82.9,12.1,44.5
"940780103",101,96,93.4,100.3,72.4
"751197517",65.9,34.6,85.7,31.1,33.6
"920620305",32.1,29.6,60,33.2,48.6
"930780107",128.2,97,145.6,90.9,94.9
"751010203",46.3,20.2,63.8,23.9,14.2
"930660703",72.9,40.2,97,26.9,45.4
"751176510",37.9,6.9,63.9,10.7,30.7
"930050303",103.5,72.3,120.9,68.4,70.2
"751187008",51.8,18.5,75.9,14,29.8
"950630104",63.3,52,89.8,46.3,74
"930290701",89.3,58.1,109.7,49,58.1
"920510308",32.1,20.9,60.3,23,41.2
"751208003",61.2,38.7,75.7,39.6,25.3
"940580104",100.8,78.2,111.7,79.4,64.1
"953060107",97.9,86.4,124.3,76.6,107.3
"751114407",55.4,32.8,69.8,34,19.4
"952680105",106.6,73.5,127.6,60.6,76
"940370105",40.6,45,46.3,50.6,19.7
"751062304",34.7,23.7,51.9,29.3,4.5
"920730112",29.9,41.5,49.7,45.1,54.6
"920250110",53.2,36.6,79.9,29,58
"920480208",19,49.8,17.1,58.7,40.1
"930011102",72.3,39,93.1,27.2,41.6
"751155727",27.4,25.4,46.2,36.3,18.5
"920240601",50.3,20.4,78.4,6.1,38.5
"920490103",29.8,39.8,37.2,49.2,20.7
"920140104",47.5,64.6,33.4,71.4,40.5
"952520101",100.8,76.5,127.2,64.6,97
"751187024",54.1,20.8,78.1,11.7,30.4
"751155906",22.2,21.9,45.4,31.5,21.2
"751166301",28.1,14.2,54.2,22.2,27.5
"940410304",65.2,51.9,71.8,56.2,31.3
"783110303",67.1,55.8,93.6,50.1,77.8
"751135203",43.5,34.8,54.6,39.6,8.5
"916450103",56.9,79.9,31.4,89.3,60.8
"751114319",57.2,32.7,72.5,32.3,21.3
"940330117",85.9,63.1,98.8,62.7,49.8
"930060108",67.9,42.7,82.6,42.2,32
"940330104",86.1,62.9,100.5,61.7,50.2
"930270109",74.6,41.3,95.4,30.9,43.8
"940540104",84.3,81.9,74.9,86.5,56.7
"930660601",79.1,46.4,102.5,33.1,51
"751176712",46.8,12.5,71,6.4,30.1
"783220101",53.5,86.5,29.9,94.7,80.8
"940170401",95.5,75.9,103.2,77.2,59.9
"940330120",82.1,59.6,95.2,59.9,46
"751155901",24.6,24.3,44.2,35.1,18.8
"940020205",78.2,64.2,80.1,68.5,45.7
"920490113",36.1,45.3,41.7,52.1,21.8
"920440103",44.5,17.7,72.6,11.9,40.7
"951760102",88.4,74.2,114.9,63.8,95.1
"920020102",51.6,70.7,31,80.1,51.6
"781460110",54.9,58.2,73.7,60.4,78.5
"751145303",35.9,29.6,48.7,35.2,6.3
"920440110",42.1,14.5,70.3,9.7,37.9
"751166204",22.7,20.2,48.7,28.2,29.4
"920260602",44.6,29,71.3,27.5,51.5
"751197610",58.9,27.7,78.5,25.5,26.5
"751166215",25.6,17,51.6,25,27.1
"920020302",59.4,80.8,36,90.2,61.7
"751197411",64,32.8,84.3,28.9,32.8
"940770108",93,91.7,81.6,96.3,66.4
"751093310",47.5,15.9,71.6,12,24.5
"751093503",48.1,16.8,69.2,16.9,21.1
"751207807",63.6,37.9,80.5,37.3,27.7
"930320102",114.6,84.6,129.1,80.7,78.7
"930270104",80.3,47,101.1,36.6,49.5
"952100501",89.4,59.8,117.5,45.5,75.5
"930710109",121.5,90.3,138.9,86.4,88.2
"955550108",92.8,63.4,119.5,49.1,79.1
"751145609",28.4,30.7,41.4,39.5,13
"751114213",57.6,29.1,74.6,28.7,21.9
"751166220",25.3,15.1,51.3,23.1,26.7
"940110106",100.9,84.7,97.8,89,66.3
"940370108",44,48.4,47.9,53.7,22
"930080112",90.6,59.3,110.6,55.4,58.3
"751124603",59.9,41,70.3,44.4,24.2
"920070115",38.4,55.9,29.8,65.3,36.1
"751145307",34.5,25.7,51.1,32.5,6.2
"920360402",54.9,26.5,83,12.2,44.6
"751186923",50.2,16.1,74.2,6.8,31.3
"920260103",46.5,28.5,73.2,25.6,50.9
"930060111",69.6,45.3,84,44.9,33.6
"940280209",87.7,72.6,88.7,76.8,54.1
"920090102",57.9,33,86,22.9,53.9
"751197406",62.5,31.3,82.9,24.8,31.3
"920630501",34.1,49.8,52.9,53.4,62.8
"920460106",24.5,38.5,33.5,47.9,22.5
"751187209",61.6,28.4,85.2,18,33.6
"786460306",43.9,78,29.3,84.2,72.6
"786500104",63.9,67.2,78.3,69.4,87.5
"751176508",38.2,10.1,64.8,12.4,32.5
"751041403",48,23.5,64.9,27.8,11.9
"751155722",26,26.9,42,37.8,15.9
"913770103",62.2,87.1,36.7,96.5,68.3
"930610105",73.2,42.2,89.8,38.4,37.3
"930070102",97,65.4,117.3,55,65.8
"920020104",54.2,72,38.6,78.7,47.8
"920630701",36.7,50.1,56.3,53.5,63.2
"751114413",55.3,32.8,70,33.2,19.4
"751145618",30.4,28.7,43.9,37.2,11.8
"751176802",46.8,12.1,70.8,5.1,28.9
"751166201",22.8,19.9,48.5,28.9,25.4
"786460405",51.7,82.7,46.6,87,85
"950181002",83.5,59.2,110.2,45.2,76.9
"751197405",64.1,32.8,84.4,26,32.8
"920260402",44,33.4,70.5,31.5,54.8
"930100104",98.6,67.4,116,63.5,65.3
"751031104",50.6,26,67.7,28.1,15.3
"930510301",116.4,94.2,124.1,93.7,80.1
"751093309",46.7,15.1,70.7,11.6,23.7
"751187012",52,18.8,76.1,10.5,29.3
"940210105",64.5,70.9,55,75.5,44.9
"955980101",102.6,73,130.8,58.8,85.1
"920360303",61.5,33.1,89.7,18.9,51.3
"930480901",82.2,54.9,96.9,52.8,46.3
"920040705",61.1,35.6,89.2,21.8,54.2
"786460101",44.4,76.5,36,81.2,75.9
"920480102",34.4,65,3.8,74.5,53.5
"751093605",48.3,16.8,70.3,14.6,23.1
"781580108",48,79,46,83.3,81.3
"930010902",72.4,39.1,93.2,28.8,41.7
"920630105",45.8,48.6,64.6,50.8,68.9
"781720113",120.7,109.5,144.1,101.7,131.5
"920260102",45.6,30.5,72.3,27.6,53
"751155728",26.3,24.7,44.2,35.5,15.7
"940220206",81.7,74.6,74.1,78.9,53
"751176603",42.2,7.7,67.7,9.4,28.3
"955850121",96.4,65.3,123.4,51.9,72
"920250105",56.2,34.5,82.9,26.4,55.5
"930481104",86.3,63.1,100.7,61.3,50.4
"930080108",95.8,64.6,113.2,60.7,62.6
"940340102",60.4,78.3,43.8,84.3,53.4
"781580105",49.4,76.1,48.1,79.7,82.3
"940810303",58.4,55.1,61.2,59.7,29.8
"786460204",43.3,77.8,34,82.5,74.3
"751207703",62.3,33.7,79.4,33.1,27
"920440112",44.7,15.5,72.8,7.5,36.4
"920190111",47.9,67,27.9,76.4,47.9
"940280206",98.3,83.1,90.8,87.4,64.6
"930500107",106,82.9,120.5,81.1,70.1
"751114302",57.2,33.1,71.9,32.7,21.3
"955820101",95,70.7,121.4,58.8,91.2
"751145607",30.8,34.1,43.2,42.7,14.7
"940430109",52.6,51.1,56.5,55.7,25.1
"930080101",85.5,54.2,105.8,45.2,54.2
"940810201",64.1,68,58.1,72.6,42
"920090110",52.7,30.1,79.8,21.9,51
"786500102",61.3,64.6,80,66.7,84.9
"920440124",41.3,19.8,69.4,15.3,42.3
"920640102",23.1,40.9,42.9,44.5,53.9
"751114115",57.5,28.4,74.6,27.2,22.2
"920230505",36,64.3,7.4,73.8,52.4
"751197504",66.9,36.7,84,33.5,31.6
"751156014",22.6,24.9,45.9,34.5,24.1
"930390102",71.4,40.4,98.5,27,53.3
"751207708",59.5,31,76.6,29.9,24.2
"920260506",37.2,25.5,65.4,26.1,46.3
"920490104",32.1,42,38.4,48.8,18.5
"930480202",71.6,49.1,86.1,49.9,35.7
"930010903",71.9,38.6,92.7,28.2,41.1
"751155709",21.5,28.5,38.6,39.2,18
"751135116",41.3,38.4,51.6,43.7,12.1
"920440119",42.9,14.1,71.1,8.1,35.6
"930480201",73.6,50.6,88.1,50.1,37.7
"913770101",65.3,91.6,39.3,101.1,74.9
"950180202",70.8,46.5,97.5,34.7,67.1
"751155905",23.2,22.5,45.6,32,18.9
"920490116",30.9,43.2,34.9,52.6,23
"955850106",102.6,70.8,125.9,57.5,74.4
"950180703",80.4,58.5,106.9,46.6,79
"751197505",65.7,35.5,82.8,32.3,30.4
"751207908",59,32.6,75.9,32.1,23.1
"751186919",52.4,19.1,76.4,10,30.5
"940680801",89.8,73.7,94.9,76.1,55.2
"930290902",92.1,60.7,112.4,50.4,60.9
"940040104",114.7,98.6,111.5,102.9,80.1
"751083002",37.3,3.6,63.4,12.1,27.3
"751155726",23.3,25.5,41.8,36.4,18.8
"930070116",105.5,74.2,125.9,63.8,74.3
"751051805",47.9,34.5,60.1,39.1,10.7
"920260404",44.9,34.8,71.4,32.9,55.6
"940280405",101.2,85.1,93.9,89.3,66.6
"930480501",76.8,50.5,91.5,48.4,40.9
"751197509",66.4,36,83.5,32.5,31.1
"955820110",88.9,64.6,115.6,52.8,85.2
"930080111",91.5,60.3,111.5,55.2,59.2
"920040503",54.7,26.3,82.8,12.1,44.5
"920500408",42.8,42.8,62.6,45,63.1
"751114212",56.3,28.5,73.1,28.1,20.4
"751155811",29,23.6,47.2,34.4,15.7
"751208005",59.9,37.3,74.3,38.3,23.9
"930480301",76.1,52.9,90.6,52.5,40.2
"930550502",71.6,40.3,91.9,30.4,40.3
"751124619",58.9,36.5,71.7,39.9,21.4
"930500109",111.3,88.1,125.7,84.7,75.3
"920200112",30.8,51.5,21,60.9,33.3
"940740104",105.8,93,98.2,97.2,74.5
"940800401",73.3,50.8,85.5,52.2,36.7
"940760110",58.9,61,58.9,65.6,35
"751145309",38.2,28.9,51.5,34.5,5.2
"920760102",34.3,56.7,46.6,60.3,67.3
"930310201",84.6,55,112.7,40.7,70.7
"751135019",50.2,38.7,60.6,43.3,15.1
"920750106",21.6,37.9,32.6,47.3,23.3
"940340104",60.6,78.7,42.7,84.6,53.7
"920260302",47,24.5,74.1,19.3,48.3
"916450104",56.2,78.4,32.8,87.8,59.3
"940280103",89.5,73.4,94.6,77.6,54.9
"751145401",39.5,41.2,48.4,46.8,15.9
"930490108",100,76.8,114.4,75.1,64.1
"785860203",75.7,70.4,94.5,64.6,92.4
"920020101",52.2,71.3,33.4,80.7,51.7
"940160104",48.7,56.3,43,62.2,31.3
"930130104",92.6,61,113,50.7,61.4
"751010204",47.4,20.6,64.6,23.1,14.9
"930660904",73.7,42.1,100.2,28.7,51.9
"751093606",49.7,18.4,71.2,15.7,22.8
"751051901",42.8,32.4,55,37.2,6.2
"930450110",69.9,40.8,86.3,38.6,34
"920640101",27.5,46.8,46,50.4,59
"940760111",52.8,59.8,52,65.3,34.7
"955820104",88.2,63.9,114.9,50.8,82.1
"930070111",100.7,69.1,121,58.8,69.5
"940280304",82.6,66.5,87.7,70.8,48
"920040603",57.4,31.2,85.6,20.1,52.1
"940710106",119.8,103.7,121.4,108,85.2
"920510202",32,15.6,60.1,17.9,35.9
"751187007",55.2,22,79.3,17,30.9
"940170901",104.8,85.2,112.6,86.6,69.2
"930060106",71.4,44,86.1,41.9,35.5
"930700117",60.8,27.4,84.8,16.2,36.3
"930550102",77.2,45.9,97.5,36,46
"751145515",37.8,33.5,48.8,39.1,8.2
"751145614",32,30.1,45.2,37.5,10.9
"920500204",37.7,42.9,57.5,45,59.2
"930320108",117.6,88.5,132,84.6,81.6
"751197304",61.3,30.1,81.7,26.8,30.1
"930290602",94.2,62.9,114.5,53.2,62.9
"751124615",61.6,39.1,73.7,40.5,24.3
"920730106",32.5,37.2,54.5,40.8,53.3
"784180103",77.6,80.9,96.4,76.5,101.2
"751176808",48.7,14.2,72.7,5.1,30.9
"751135020",51.1,38.6,62.2,43.1,15
"913770105",59.3,83.7,33.8,93.1,64.8
"920320111",38.4,57,23.5,66.4,37.9
"940800203",68.8,46.3,82.6,47.3,32.3
"751176813",47.7,15.2,74,2,32.3
"930010602",71.3,40.1,91.7,30.1,40.1
"751155725",24,27.7,41.3,38.6,17
"950630107",65.8,54.5,92.2,48.8,76.5
"940210106",60.7,67.8,50.1,73.7,42.9
"751155806",28.4,25.9,45.5,36.7,16.4
"751104008",53.6,22.4,72.2,20.5,20.6
"940210103",59.5,69.7,47.5,75.7,44.8
"930500105",109.9,86.7,123.9,84.9,73.9
"930610101",68.5,37.2,88.8,33.4,37.1
"751166219",26.4,15.2,52.4,23.2,27.7
"930660302",84.2,51.5,109.6,38.2,58.3
"940790105",110.8,91.2,118.6,92.6,75.2
"940790109",115.9,94.7,123.6,95.8,80.2
"751062203",37.8,22.8,54.9,27.6,6.1
"940330118",81.6,58.8,95.9,58.4,45.5
"920250301",56.5,44.9,82.9,37.6,67.2
"920490114",29,41,33,50.3,21.1
"920140103",43.6,60.3,32,67,36.1
"751176807",48.2,14.7,73.4,4.4,31.4
"751103902",55.2,25.3,72.3,24.1,20.4
"930060101",73.1,45.8,87.8,43.6,37.2
"920260704",41,25.1,67.7,23.9,47.6
"940790103",116.4,96.7,124.1,98.1,80.7
"930660905",77.3,44.6,102.7,31.3,51.4
"751176608",39.7,6.7,65.8,10.1,30.5
"751114203",56.4,29.5,73.1,29.1,20.5
"920500102",39,35.9,61,38,56.2
"920720110",19.3,53.6,25.2,58.3,52.6
"930310402",83.5,52.6,110.7,39.2,63.9
"940330106",87.2,64,101.7,63.6,51.3
"920320106",31.9,51.5,23.7,60.9,32.7
"940680304",99.7,82.1,105.3,83.4,64.5
"920780107",67.8,37.8,95.9,24.4,50.7
"751155817",32.4,24.5,48.9,33.1,10.3
"751124502",69.3,49.6,79.6,51.5,32.8
"950190101",113.9,80.8,134.9,67.9,83.3
"751114405",54.6,32,69,33.8,18.6
"751124611",58.1,38.3,69.4,41.2,21.5
"785860703",75.7,64.4,102.2,57.3,86.4
"914770108",67.3,93.6,41.3,103.1,76.9
"920510102",27,24.4,55.2,27.6,43.5
"930780115",129.6,98.4,147,94.1,96.3
"940540101",86.4,87.2,77,91.8,61.9
"940280305",85.3,69.1,90.4,73.4,50.6
"930620101",107.5,76.9,122.4,73.1,71.7
"920120703",10.3,32,39.1,39.2,37.5
"940020202",80.2,65.7,82.1,70,47.3
"920710103",43.5,61.9,25.7,71.3,42.8
"950630102",60.4,49.2,86.9,43.4,71.2
"751176601",42.1,8.1,66.2,9.2,26.7
"940670104",65.7,43.2,79.1,44.5,29.1
"751134907",45.6,33.3,57.8,37.9,9.6
"781260105",52.2,72.5,59.7,74.7,85.2
"920730101",27,33.3,50.8,36.9,47.8
"950630101",58.8,47.6,85.3,41.8,69.6
"930500106",106.9,83.7,121.3,82,71
"751104006",58,26.7,75.5,24.8,23.5
"930530107",84.5,56.9,99.3,54.7,48.6
"751187027",57.1,23.8,81.1,12.7,32.2
"920600102",36.8,63.1,14,72.7,47.6
"781170102",65.7,99.8,45.9,106,94.5
"751208024",60.3,37.7,75,37.4,24.4
"940520103",93.8,71.2,105.3,71.7,57.2
"952030107",101.8,72.2,129.7,57.9,87.9
"751166119",18.7,23.3,45.6,31.3,31
"920230504",35.2,61.5,9.6,71,48
"930050902",110.3,79.1,127.7,70.4,77
"751176506",36.2,12.6,64.3,13.7,35.1
"920250106",59.2,35.2,85.9,26.5,56.1
"930780102",131.2,99.6,151.6,89.3,100
"940520107",90.4,67.9,101.2,69.2,53.8
"920710108",43.2,60.7,29.6,68.6,37.8
"920120503",3.8,36.1,32.6,44.1,37.6
"751197511",67.3,36.2,84.5,32.8,32.1
"930480103",69.5,47,83.9,47.7,33.6
"751093501",48.1,16.9,68.4,17.3,19.2
"930630104",76.2,46.5,91.5,44.4,40.3
"751135021",51.2,38.6,63.2,43.2,15.1
"940280408",94,77.9,94,82.1,59.4
"940460304",78.7,62.6,83.9,66.9,44.1
"751114304",56.3,32,71.5,31.6,20.4
"751197407",63.6,32.4,84,24.3,32.4
"930710103",114.7,83.5,132.1,79.2,81.4
"920500403",46,43.2,65.9,45.2,63.5
"950190104",107.9,74.7,128.8,61.9,77.3
"920500302",45.4,46.1,65.2,48.3,66.4
"930290302",96.3,65.1,116.4,57.9,64
"940550105",113.1,96.9,114.6,101.2,78.5
"751114320",56.2,31,72.6,30.6,20.3
"940160105",51.2,58.9,44.1,64.9,34
"920440117",40.3,14.2,68.4,11.1,37.9
"952680104",104.9,71.7,125.8,58.8,74.3
"955550106",87.6,63.3,114.2,49.1,80.7
"930270110",76.8,43.5,97.6,31.4,46
"751062401",36.7,22,53.8,26.8,7.7
"930710102",115.5,84.2,132.9,80.4,82.2
"783580104",90.6,79.3,114.1,73.5,101.3
"751187015",54.3,21,78.3,12.7,28.4
"940280205",95.1,79.6,92.9,83.9,61.1
"786460504",44.7,76.7,39.6,81.4,77.9
"940020105",70.1,55.3,77,59.6,36.1
"952190202",97.3,73,124,61.2,93.6
"952770302",113.6,80.5,134.6,67.6,83
"930610102",71,39.8,90.7,35.9,38.1
"751208002",63.3,40.7,77.7,41.7,27.3
"751176801",47.5,14,71.5,6.2,29
"950181001",82.3,57.9,109,43.7,75.4
"930450103",72.2,42.5,88.8,40.3,36.3
"920240403",51.3,19.5,78.6,5.3,37.7
"751145506",33.2,34.2,43.6,41,10.6
"751072702",31.8,20.4,49.2,30.1,10.7
"751197520",66,34.8,86.3,30.9,34.7
"751072806",29.5,16.1,52.9,27,17.8
"952770202",116.9,83.7,137.8,70.9,86.3
"940680102",92.6,75.8,98.1,78.2,57.4
"940540107",85.5,87.7,76.1,92.3,62.5
"913120103",67.4,94.2,38.7,103.8,77.6
"751114321",59.8,34.9,75.2,34.5,23.9
"751051704",44.1,26.8,61,31.4,7.8
"930550101",80.1,48.8,100.4,38.9,48.9
"751124506",63.3,40.9,74.8,42.3,26.4
"751207913",61.4,35.8,78.3,35.3,25.5
"940810108",67.5,62.3,67.3,66.9,38.7
"751124704",57.7,36.6,69.6,40.4,20.8
"930060113",72.5,47.1,87.2,45.8,36.6
"751103904",53.6,22.7,70.7,21.7,18.8
"751197512",67.9,36.7,85,33.2,32.5
"920360504",65.5,37.1,93.6,22.8,55.2
"751186915",50.2,16.1,74.2,6.8,30.9
"751145504",32,35.6,43.2,42.4,12
"930310101",81.7,52.1,109.8,37.8,65.8
"940800103",73.8,51.3,88.1,52.2,37.7
"920040301",54.1,27,82.2,16.1,47.9
"751176708",43.6,10.3,67.6,8.6,27.1
"751135003",49.1,42.6,59.5,47.2,16.6
"940540109",88.7,85.2,80.4,89.8,60
"751010401",40.5,14.4,63.6,20.1,17.4
"751187019",55.9,22.6,78.6,13.7,28.2
"920260405",45.8,35.9,72.3,35.9,56.5
"940180108",66.6,50.5,73.6,53.1,32.2
"930700118",59.5,25.5,83.5,14.4,35.5
"930661001",79.4,48.1,106.2,34.8,56.6
"920120303",7.3,42.9,31,51.8,42.1
"920500406",46.3,46.2,66.1,48.4,66.5
"920480204",15.6,47.2,20.2,56.1,40.6
"920360102",65.8,39.8,93.9,25.6,58
"920070114",37,54.1,31.2,63.4,33
"913770107",64.7,87.2,39.2,96.6,68.1
"781460102",63.1,66.4,81.8,67.9,86.7
